Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,dvp,value,LastGame,fvalue,O/U,odds,penalty,Final
PG/SG,James Harden,12400,Was@Hou 08:00PM ET,60.707,Hou,1,0,67.857,53.976,74.750,7.000,74.400,59.000,0.120,230.500,-7.500,-0.988,59.000
PG,Russell Westbrook,12300,OKC@Mil 07:00PM ET,64.037,OKC,0,0,53.857,52.735,52.562,4.000,73.800,52.250,0.239,213.500,1.500,-13.892,52.250
SF,LeBron James,10500,NO@Cle 07:00PM ET,52.448,Cle,1,0,50.821,43.117,55.125,22.000,63.000,47.750,0.181,218.000,-9.000,1.740,47.750
PG,Giannis Antetokounmpo,10400,OKC@Mil 07:00PM ET,51.375,Mil,1,0,51.714,42.350,53.500,22.500,62.400,51.500,0.160,213.500,-1.500,-1.392,51.500
PF/C,Anthony Davis,10300,NO@Cle 07:00PM ET,54.939,NO,0,0,47.607,40.875,49.188,10.750,61.800,51.000,0.341,218.000,9.000,-0.260,51.000
PG,John Wall,10100,Was@Hou 08:00PM ET,49.250,Was,0,0,46.750,42.328,54.062,13.500,60.600,45.250,0.120,230.500,7.500,8.441,45.250
SF,Kevin Durant,9900,Den@GS 10:30PM ET,50.066,GS,1,0,46.393,40.691,53.000,16.000,59.400,31.250,0.179,232.000,-15.500,0.875,31.250
PG,Chris Paul,9500,Pho@LAC 10:30PM ET,43.927,LAC,1,0,47.679,36.653,43.500,25.500,57.000,42.500,0.114,214.000,-4.500,-1.044,0.000
PF/C,Kevin Love,8800,NO@Cle 07:00PM ET,42.621,Cle,1,0,44.821,34.406,44.250,23.750,52.800,33.250,0.159,218.000,-9.000,1.740,33.250
SG/SF,Jimmy Butler,8700,Cha@Chi 08:00PM ET,43.029,Chi,1,0,48.464,35.100,60.312,21.500,52.200,85.000,0.275,199.500,1.500,-11.137,85.000
PG,Stephen Curry,8600,Den@GS 10:30PM ET,42.353,GS,1,0,37.571,36.158,34.812,29.000,51.600,33.250,0.138,232.000,-15.500,2.952,33.250
SF,Gordon Hayward,8100,Uta@Bkn 07:30PM ET,38.213,Uta,0,0,39.250,30.212,42.125,30.000,48.600,46.000,0.155,206.000,-6.500,-6.613,46.000
SG/SF,Nicolas Batum,8000,Cha@Chi 08:00PM ET,36.667,Cha,0,0,39.071,28.176,42.250,10.500,48.000,35.500,0.137,199.500,-1.500,-11.137,35.500
PG,Kemba Walker,7900,Cha@Chi 08:00PM ET,39.235,Cha,0,0,37.571,33.475,45.250,10.000,47.400,57.750,0.219,199.500,-1.500,-11.137,57.750
PG,Kyrie Irving,7800,NO@Cle 07:00PM ET,40.069,Cle,1,0,48.464,32.383,52.312,27.500,46.800,62.750,0.266,218.000,-9.000,1.740,0.000
PF/C,Blake Griffin,7700,Pho@LAC 10:30PM ET,41.942,LAC,1,0,45.679,35.625,41.750,22.250,46.200,46.250,0.307,214.000,-4.500,-1.044,0.000
PG,Eric Bledsoe,7600,Pho@LAC 10:30PM ET,37.875,Pho,0,0,38.857,28.542,40.562,2.000,45.600,50.000,0.270,214.000,4.500,-16.044,50.000
PF/C,Draymond Green,7500,Den@GS 10:30PM ET,39.383,GS,1,0,39.821,34.211,38.250,13.500,45.000,49.500,0.269,232.000,-15.500,11.485,49.500
C,Rudy Gobert,7400,Uta@Bkn 07:30PM ET,35.404,Uta,0,0,39.214,26.821,38.688,29.000,44.400,46.500,0.170,206.000,-6.500,-6.613,46.500
SF/PF,Jabari Parker,7300,OKC@Mil 07:00PM ET,34.109,Mil,1,0,40.179,25.779,41.000,11.750,43.800,30.500,0.171,213.500,-1.500,-1.392,30.500
SF,Carmelo Anthony,7200,Orl@NY 07:30PM ET,36.406,NY,1,0,37.321,27.972,29.625,21.000,43.200,39.750,0.288,210.500,-4.000,-3.480,39.750
C,DeAndre Jordan,7200,Pho@LAC 10:30PM ET,33.792,LAC,1,0,34.393,28.188,40.438,24.000,43.200,41.500,0.136,214.000,-4.500,-1.044,41.500
PF,Kristaps Porzingis,7100,Orl@NY 07:30PM ET,38.000,NY,1,0,35.893,29.632,41.875,11.500,42.600,50.000,0.343,210.500,-4.000,-3.480,0.000
C,Nikola Jokic,7000,Den@GS 10:30PM ET,29.733,Den,0,0,38.786,21.145,45.375,22.000,42.000,47.750,0.204,232.000,15.500,9.485,47.750
PF/C,Serge Ibaka,6700,Orl@NY 07:30PM ET,30.793,Orl,0,0,33.571,23.476,32.562,23.250,40.200,30.000,0.187,210.500,4.000,-3.480,30.000
SG,Klay Thompson,6600,Den@GS 10:30PM ET,32.191,GS,1,0,39.250,24.588,37.938,29.000,39.600,36.750,0.240,232.000,-15.500,11.485,36.750
PG,George Hill,6500,Uta@Bkn 07:30PM ET,32.808,Uta,0,0,37.000,18.812,27.750,30.000,39.000,7.250,0.292,206.000,-6.500,-17.850,0.000
SG,Bradley Beal,6500,Was@Hou 08:00PM ET,33.696,Was,0,0,32.036,25.250,30.125,26.000,39.000,38.750,0.309,230.500,7.500,8.441,38.750
PG,Jrue Holiday,6500,NO@Cle 07:00PM ET,32.513,NO,0,0,29.464,26.773,35.812,20.000,39.000,42.000,0.223,218.000,9.000,-0.260,42.000
PG,Derrick Rose,6500,Orl@NY 07:30PM ET,30.733,NY,1,0,35.536,23.897,34.938,13.500,39.000,26.250,0.202,210.500,-4.000,-3.480,26.250
C,Marcin Gortat,6400,Was@Hou 08:00PM ET,31.930,Was,0,0,34.464,26.222,36.062,23.000,38.400,36.500,0.219,230.500,7.500,8.441,36.500
SG,Dwyane Wade,6300,Cha@Chi 08:00PM ET,33.109,Chi,1,0,28.750,25.383,30.000,20.000,37.800,24.750,0.309,199.500,1.500,-11.137,0.000
SG,Devin Booker,6300,Pho@LAC 10:30PM ET,29.311,Pho,0,0,27.393,21.987,26.625,6.500,37.800,20.250,0.193,214.000,4.500,-12.583,20.250
C,Nikola Vucevic,6200,Orl@NY 07:30PM ET,33.719,Orl,0,0,34.750,25.236,37.625,26.000,37.200,42.250,0.387,210.500,4.000,-3.480,42.250
C,Brook Lopez,6100,Uta@Bkn 07:30PM ET,35.741,Bkn,1,0,37.500,28.044,34.938,2.000,36.600,29.000,0.460,206.000,6.500,-23.613,29.000
SF/PF,Otto Porter,6100,Was@Hou 08:00PM ET,29.766,Was,0,0,26.036,21.211,30.312,20.750,36.600,17.250,0.289,230.500,7.500,8.441,17.250
SF,Danilo Gallinari,6000,Den@GS 10:30PM ET,28.508,Den,0,0,29.250,23.188,34.812,10.500,36.000,39.500,0.173,232.000,15.500,9.485,39.500
SG/SF,Evan Fournier,6000,Orl@NY 07:30PM ET,28.742,Orl,0,0,26.786,21.000,31.562,19.250,36.000,34.750,0.215,210.500,4.000,-3.480,0.000
PG,Elfrid Payton,5900,Orl@NY 07:30PM ET,27.400,Orl,0,0,36.643,20.511,27.312,13.500,35.400,43.750,0.269,210.500,4.000,-3.480,43.750
