Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,dvp,value,LastGame,fvalue,O/U,odds
PG,Russell Westbrook,12800,OKC@NO 08:00PM ET,64.389,OKC,0,0,63.179,53.420,63.625,27.000,76.800,63.500,0.183,216.500,-1.500
PG/SG,James Harden,12300,Hou@Bos 07:30PM ET,60.651,Hou,0,0,66.321,53.000,57.000,19.000,73.800,58.500,0.138,229.000,-4.000
PF/C,DeMarcus Cousins,10800,Sac@Cle 07:00PM ET,52.924,Sac,0,0,56.357,39.971,56.938,10.750,64.800,63.750,0.186,216.000,12.000
PG/SF,Giannis Antetokounmpo,10600,Phi@Mil 08:00PM ET,50.105,Mil,1,0,49.286,40.988,47.312,15.000,63.600,48.000,0.133,207.500,-10.500
C,Anthony Davis,10400,OKC@NO 08:00PM ET,54.439,NO,1,0,43.321,38.303,32.688,14.000,62.400,15.250,0.307,216.500,1.500
SF,LeBron James,10000,Sac@Cle 07:00PM ET,51.625,Cle,1,0,55.571,43.750,59.000,10.500,60.000,64.750,0.236,216.000,-12.000
SF,Kevin Durant,9400,GS@Cha 08:00PM ET,50.028,GS,0,0,51.464,42.065,48.062,22.000,56.400,47.750,0.261,223.500,-10.000
PG,Isaiah Thomas,9300,Hou@Bos 07:30PM ET,43.813,Bos,1,0,49.286,36.784,53.125,9.500,55.800,60.250,0.117,229.000,4.000
SG/SF,Jimmy Butler,9100,Atl@Chi 08:00PM ET,43.892,Chi,1,0,53.786,34.798,40.688,23.000,54.600,57.000,0.228,202.500,1.500
PG,Kyle Lowry,8800,Tor@Mem 08:00PM ET,42.955,Tor,0,0,45.214,34.250,38.625,6.500,52.800,52.000,0.172,202.000,5.000
PG,Damian Lillard,8600,LAL@Por 10:30PM ET,43.317,Por,1,0,38.107,35.125,38.938,28.000,51.600,34.000,0.234,220.000,-8.500
PG,Stephen Curry,8500,GS@Cha 08:00PM ET,43.467,GS,0,0,42.536,37.458,43.938,17.000,51.000,44.500,0.182,223.500,-10.000
PG,Kyrie Irving,8200,Sac@Cle 07:00PM ET,40.059,Cle,1,0,51.429,32.190,48.500,21.500,49.200,37.250,0.209,216.000,-12.000
C,Joel Embiid,8000,Phi@Mil 08:00PM ET,38.375,Phi,0,0,42.036,30.192,46.812,12.500,48.000,45.000,0.142,207.500,10.500
C,Hassan Whiteside,7900,Mia@Bkn 07:30PM ET,41.634,Mia,0,0,32.821,29.393,28.062,29.000,47.400,11.250,0.319,215.500,-3.000
PG,Kemba Walker,7900,GS@Cha 08:00PM ET,39.511,Cha,1,0,41.643,32.542,39.812,17.000,47.400,45.250,0.211,223.500,10.000
PF,Paul Millsap,7800,Atl@Chi 08:00PM ET,38.935,Atl,0,0,38.786,29.111,39.438,17.500,46.800,33.000,0.225,202.500,-1.500
PF/C,Kevin Love,7800,Sac@Cle 07:00PM ET,40.500,Cle,1,0,43.821,33.023,36.125,17.000,46.800,52.000,0.298,216.000,-12.000
PG/SG,C.J. McCollum,7800,LAL@Por 10:30PM ET,37.255,Por,1,0,42.893,29.500,37.125,24.500,46.800,36.000,0.199,220.000,-8.500
SG,DeMar DeRozan,7700,Tor@Mem 08:00PM ET,42.170,Tor,0,0,40.679,34.864,40.750,6.500,46.200,34.750,0.332,202.000,5.000
PG,Jrue Holiday,7600,OKC@NO 08:00PM ET,32.975,NO,1,0,39.179,26.426,42.938,21.500,45.600,37.500,0.106,216.500,1.500
PF/C,Draymond Green,7500,GS@Cha 08:00PM ET,39.238,GS,0,0,33.179,32.275,32.188,18.000,45.000,38.000,0.260,223.500,-10.000
C,Marc Gasol,7500,Tor@Mem 08:00PM ET,38.807,Mem,1,0,44.893,29.188,49.938,7.500,45.000,61.250,0.314,202.000,-5.000
SG/SF,Nicolas Batum,7400,GS@Cha 08:00PM ET,35.839,Cha,1,0,34.143,27.452,31.875,11.000,44.400,35.000,0.196,223.500,10.000
PG,Goran Dragic,7300,Mia@Bkn 07:30PM ET,35.209,Mia,0,0,34.893,28.131,39.500,30.000,43.800,44.750,0.212,215.500,-3.000
SF,Carmelo Anthony,7300,NY@Dal 08:30PM ET,37.617,NY,0,0,35.500,27.978,46.000,4.000,43.800,42.500,0.307,201.500,4.000
SF/PF,Jabari Parker,7200,Phi@Mil 08:00PM ET,35.097,Mil,1,0,40.429,27.635,40.812,12.000,43.200,32.500,0.208,207.500,-10.500
PG,Mike Conley,7200,Tor@Mem 08:00PM ET,36.397,Mem,1,0,37.500,28.053,31.750,13.500,43.200,24.250,0.247,202.000,-5.000
PF/C,Terrence Jones,7100,OKC@NO 08:00PM ET,24.331,NO,1,0,29.786,16.160,34.250,15.750,42.600,22.500,0.069,216.500,1.500
C,Dwight Howard,7000,Atl@Chi 08:00PM ET,35.900,Atl,0,0,34.964,24.824,34.938,10.000,42.000,39.000,0.301,202.500,-1.500
C,Al Horford,6800,Hou@Bos 07:30PM ET,36.140,Bos,1,0,38.750,30.013,37.562,22.000,40.800,47.750,0.314,229.000,4.000
PF,Julius Randle,6700,LAL@Por 10:30PM ET,31.314,LAL,0,0,26.857,21.690,23.688,29.000,40.200,14.750,0.201,220.000,8.500
SG/SF,Dion Waiters,6600,Mia@Bkn 07:30PM ET,26.400,Mia,0,0,22.714,15.583,38.625,30.000,39.600,42.250,0.164,215.500,-3.000
PF,Kristaps Porzingis,6500,NY@Dal 08:30PM ET,35.641,NY,0,0,32.500,25.887,22.375,3.000,39.000,26.000,0.381,201.500,4.000
SG,Dwyane Wade,6400,Atl@Chi 08:00PM ET,33.628,Chi,1,0,38.929,25.905,41.688,22.000,38.400,47.750,0.333,202.500,1.500
C,Brook Lopez,6300,Mia@Bkn 07:30PM ET,34.831,Bkn,1,0,32.607,27.511,37.438,16.000,37.800,45.000,0.396,215.500,3.000
SG,Klay Thompson,6300,GS@Cha 08:00PM ET,31.875,GS,0,0,29.250,25.542,29.750,20.000,37.800,31.250,0.262,223.500,-10.000
PG,Dennis Schroder,6200,Atl@Chi 08:00PM ET,31.756,Atl,0,0,35.036,23.464,38.750,9.500,37.200,42.500,0.297,202.500,-1.500
SF/PF,Harrison Barnes,6200,NY@Dal 08:30PM ET,31.131,Dal,1,0,29.393,24.238,26.250,17.750,37.200,33.750,0.233,201.500,-4.000
C,Mason Plumlee,6200,LAL@Por 10:30PM ET,30.636,Por,1,0,36.321,23.540,37.938,30.000,37.200,46.750,0.266,220.000,-8.500
PG,Deron Williams,6100,NY@Dal 08:30PM ET,28.743,Dal,1,0,29.107,20.000,26.125,15.000,36.600,18.000,0.186,201.500,-4.000
PG/SG,Marcus Smart,6000,Hou@Bos 07:30PM ET,24.970,Bos,1,0,28.964,19.729,28.500,18.000,36.000,26.000,0.084,229.000,4.000
PF,Ersan Ilyasova,6000,Phi@Mil 08:00PM ET,27.116,Phi,0,0,32.679,19.702,32.938,14.000,36.000,33.750,0.177,207.500,10.500
C,Jonas Valanciunas,6000,Tor@Mem 08:00PM ET,28.105,Tor,0,0,23.214,20.783,30.312,1.000,36.000,23.000,0.203,202.000,5.000
PG,Derrick Rose,6000,NY@Dal 08:30PM ET,30.927,NY,0,0,31.000,24.146,29.250,1.000,36.000,20.250,0.296,201.500,4.000
PG,D'Angelo Russell,6000,LAL@Por 10:30PM ET,28.250,LAL,0,0,26.929,18.906,16.000,12.000,36.000,-0.500,0.256,220.000,8.500
PF,James Johnson,5900,Mia@Bkn 07:30PM ET,25.356,Mia,0,0,31.786,16.434,19.312,30.000,35.400,15.500,0.147,215.500,-3.000
SG,Lou Williams,5800,LAL@Por 10:30PM ET,27.677,LAL,0,0,24.821,19.146,38.375,8.500,34.800,52.000,0.277,220.000,8.500
SG,Avery Bradley,5700,Hou@Bos 07:30PM ET,33.458,Bos,1,0,29.429,26.044,29.125,26.500,34.200,16.750,0.468,229.000,4.000
SF,Jae Crowder,5600,Hou@Bos 07:30PM ET,26.403,Bos,1,0,29.500,20.266,33.312,25.000,33.600,45.000,0.188,229.000,4.000
SF,Robert Covington,5600,Phi@Mil 08:00PM ET,25.644,Phi,0,0,29.786,17.887,34.312,29.000,33.600,28.250,0.217,207.500,10.500
SF/PF,Trevor Ariza,5500,Hou@Bos 07:30PM ET,27.703,Hou,0,0,27.821,21.346,22.500,19.750,33.000,20.000,0.243,229.000,-4.000
PG,T.J. McConnell,5500,Phi@Mil 08:00PM ET,19.417,Phi,0,0,28.429,13.510,28.562,4.000,33.000,35.250,0.079,207.500,10.500
PF/C,Dirk Nowitzki,5500,NY@Dal 08:30PM ET,24.987,Dal,1,0,26.000,19.068,25.812,23.500,33.000,33.000,0.193,201.500,-4.000
SG/SF,Tyreke Evans,5500,OKC@NO 08:00PM ET,21.603,NO,1,0,25.107,15.000,26.812,7.000,33.000,35.250,0.167,216.500,1.500
SG,Victor Oladipo,5500,OKC@NO 08:00PM ET,28.451,OKC,0,0,28.429,20.500,29.125,18.500,33.000,32.000,0.326,216.500,-1.500
PF/C,Zach Randolph,5400,Tor@Mem 08:00PM ET,27.865,Mem,1,0,32.857,22.818,26.938,14.750,32.400,30.500,0.287,202.000,-5.000
C,Enes Kanter,5400,OKC@NO 08:00PM ET,26.267,OKC,0,0,33.893,17.261,28.125,18.000,32.400,34.750,0.296,216.500,-1.500
PG,Patrick Beverley,5300,Hou@Bos 07:30PM ET,27.824,Hou,0,0,25.607,21.875,24.312,24.000,31.800,22.500,0.300,229.000,-4.000
SG,Eric Gordon,5300,Hou@Bos 07:30PM ET,28.158,Hou,0,0,26.393,21.307,25.812,14.000,31.800,15.500,0.333,229.000,-4.000
PG,Tyler Johnson,5300,Mia@Bkn 07:30PM ET,28.456,Mia,0,0,33.214,22.038,31.625,30.000,31.800,29.750,0.337,215.500,-3.000
SF,Michael Kidd-Gilchrist,5200,GS@Cha 08:00PM ET,23.915,Cha,1,0,28.964,17.583,29.938,9.000,31.200,32.250,0.206,223.500,10.000
PG/SG,Malcolm Brogdon,5100,Phi@Mil 08:00PM ET,21.091,Mil,1,0,28.107,13.114,23.875,14.750,30.600,26.500,0.167,207.500,-10.500
C,Jahlil Okafor,5100,Phi@Mil 08:00PM ET,21.177,Phi,0,0,22.500,13.019,22.188,12.500,30.600,25.000,0.139,207.500,10.500
C,Cody Zeller,5100,GS@Cha 08:00PM ET,24.375,Cha,1,0,24.500,19.060,25.312,24.000,30.600,36.250,0.201,223.500,10.000
PG,Jeremy Lin,5000,Mia@Bkn 07:30PM ET,30.146,Bkn,1,0,33.250,25.472,29.125,8.000,30.000,26.500,0.506,215.500,3.000
PF/C,Taj Gibson,5000,Atl@Chi 08:00PM ET,24.889,Chi,1,0,22.679,19.278,17.250,11.500,30.000,22.000,0.258,202.500,1.500
C,Steven Adams,5000,OKC@NO 08:00PM ET,26.890,OKC,0,0,29.250,20.602,25.125,18.000,30.000,47.750,0.378,216.500,-1.500
PF,Al-Farouq Aminu,5000,LAL@Por 10:30PM ET,21.793,Por,1,0,24.821,15.800,21.812,26.500,30.000,14.000,0.181,220.000,-8.500
PG/SG,Jordan Clarkson,4900,LAL@Por 10:30PM ET,23.042,LAL,0,0,24.036,16.083,25.438,10.250,29.400,31.250,0.238,220.000,8.500
PF,Trevor Booker,4800,Mia@Bkn 07:30PM ET,27.781,Bkn,1,0,24.393,20.057,19.062,7.000,28.800,17.500,0.446,215.500,3.000
PF,Marvin Williams,4800,GS@Cha 08:00PM ET,22.449,Cha,1,0,26.571,16.263,27.438,9.000,28.800,29.250,0.203,223.500,10.000
C,Greg Monroe,4700,Phi@Mil 08:00PM ET,25.395,Mil,1,0,35.393,16.466,28.000,27.000,28.200,42.250,0.414,207.500,-10.500
SG/SF,Kent Bazemore,4700,Atl@Chi 08:00PM ET,21.808,Atl,0,0,22.857,13.631,27.938,10.000,28.200,42.500,0.278,202.500,-1.500
SG,Seth Curry,4700,NY@Dal 08:30PM ET,20.094,Dal,1,0,19.679,14.062,25.000,23.500,28.200,34.250,0.178,201.500,-4.000
PF/C,Kelly Olynyk,4600,Hou@Bos 07:30PM ET,19.007,Bos,1,0,20.179,11.421,12.812,18.750,27.600,11.500,0.169,229.000,4.000
SG,Sean Kilpatrick,4600,Mia@Bkn 07:30PM ET,24.831,Bkn,1,0,20.214,15.587,21.125,3.000,27.600,10.250,0.393,215.500,3.000
SG/SF,Wesley Matthews,4600,NY@Dal 08:30PM ET,26.023,Dal,1,0,23.643,19.534,25.062,19.000,27.600,21.500,0.421,201.500,-4.000
SF,Brandon Ingram,4600,LAL@Por 10:30PM ET,17.958,LAL,0,0,16.179,12.883,20.938,20.500,27.600,9.000,0.102,220.000,8.500
PF,Ryan Anderson,4500,Hou@Bos 07:30PM ET,23.778,Hou,0,0,27.179,16.865,19.000,25.000,27.000,29.250,0.377,229.000,-4.000
SG/SF,Josh Richardson,4500,Mia@Bkn 07:30PM ET,22.473,Mia,0,0,26.036,15.467,23.500,30.000,27.000,9.750,0.326,215.500,-3.000
C,Robin Lopez,4500,Atl@Chi 08:00PM ET,22.587,Chi,1,0,18.893,16.326,19.250,4.000,27.000,14.000,0.263,202.500,1.500
SG/SF,Terrence Ross,4500,Tor@Mem 08:00PM ET,18.222,Tor,0,0,18.929,12.880,17.250,6.750,27.000,9.750,0.133,202.000,5.000
SF,DeMarre Carroll,4500,Tor@Mem 08:00PM ET,19.263,Tor,0,0,15.250,12.727,16.812,7.000,27.000,26.000,0.205,202.000,5.000
PG/SG,Darren Collison,4500,Sac@Cle 07:00PM ET,22.882,Sac,0,0,22.750,17.074,22.938,24.250,27.000,40.250,0.312,216.000,12.000
SG/SF,Evan Turner,4500,LAL@Por 10:30PM ET,21.279,Por,1,0,23.786,15.865,22.062,24.500,27.000,20.750,0.209,220.000,-8.500
PF,Nikola Mirotic,4400,Atl@Chi 08:00PM ET,20.738,Chi,1,0,18.179,13.286,14.562,19.000,26.400,13.750,0.277,202.500,1.500
SG,Tony Allen,4400,Tor@Mem 08:00PM ET,22.314,Mem,1,0,22.536,15.690,23.500,2.000,26.400,35.250,0.338,202.000,-5.000
PF,JaMychal Green,4400,Tor@Mem 08:00PM ET,22.989,Mem,1,0,21.786,16.087,25.000,22.000,26.400,24.750,0.344,202.000,-5.000
C,Tristan Thompson,4400,Sac@Cle 07:00PM ET,23.733,Cle,1,0,20.536,18.077,20.062,11.000,26.400,19.500,0.368,216.000,-12.000
PF/C,Nerlens Noel,4300,Phi@Mil 08:00PM ET,17.691,Phi,0,0,22.321,9.917,28.562,13.250,25.800,37.250,0.272,207.500,10.500
C,Clint Capela,4200,Hou@Bos 07:30PM ET,25.826,Hou,0,0,18.929,18.838,26.250,21.000,25.200,25.750,0.529,229.000,-4.000
SF/PF,Dario Saric,4200,Phi@Mil 08:00PM ET,20.936,Phi,0,0,23.500,13.226,20.938,21.500,25.200,21.250,0.321,207.500,10.500
PG,Michael Carter-Williams,4200,Atl@Chi 08:00PM ET,18.681,Chi,1,0,19.679,12.562,20.125,23.000,25.200,13.250,0.179,202.500,1.500
SG,Tim Hardaway Jr.,4200,Atl@Chi 08:00PM ET,19.041,Atl,0,0,24.286,11.295,22.875,12.000,25.200,28.000,0.268,202.500,-1.500
SG,Nick Young,4200,LAL@Por 10:30PM ET,20.872,LAL,0,0,17.536,13.211,23.062,8.500,25.200,21.000,0.314,220.000,8.500
PG/SG,Matthew Dellavedova,4100,Phi@Mil 08:00PM ET,19.628,Mil,1,0,19.250,13.400,19.875,14.750,24.600,20.000,0.262,207.500,-10.500
SG,Bojan Bogdanovic,4100,Mia@Bkn 07:30PM ET,21.818,Bkn,1,0,21.071,15.540,25.812,3.000,24.600,29.250,0.383,215.500,3.000
PG,Ty Lawson,4100,Sac@Cle 07:00PM ET,20.464,Sac,0,0,23.786,12.224,24.062,20.000,24.600,13.750,0.312,216.000,12.000
PF/C,Amir Johnson,4000,Hou@Bos 07:30PM ET,16.855,Bos,1,0,20.464,9.891,14.938,18.750,24.000,12.750,0.218,229.000,4.000
SG/SF,Caris LeVert,4000,Mia@Bkn 07:30PM ET,14.978,Bkn,1,0,20.679,8.596,25.875,6.750,24.000,19.250,0.169,215.500,3.000
SG,Jeremy Lamb,4000,GS@Cha 08:00PM ET,18.536,Cha,1,0,15.429,8.188,19.812,13.000,24.000,25.750,0.309,223.500,10.000
PF,Frank Kaminsky,4000,GS@Cha 08:00PM ET,20.948,Cha,1,0,23.357,14.646,21.375,9.000,24.000,11.000,0.350,223.500,10.000
PF/C,Lucas Nogueira,4000,Tor@Mem 08:00PM ET,17.611,Tor,0,0,13.571,11.162,19.938,2.500,24.000,21.000,0.229,202.000,5.000
PG/SG,Iman Shumpert,4000,Sac@Cle 07:00PM ET,16.375,Cle,1,0,19.357,11.391,24.375,23.250,24.000,28.750,0.147,216.000,-12.000
SG/SF,Garrett Temple,4000,Sac@Cle 07:00PM ET,17.915,Sac,0,0,25.036,12.920,25.438,27.750,24.000,28.500,0.219,216.000,12.000
SF/PF,Matt Barnes,4000,Sac@Cle 07:00PM ET,18.902,Sac,0,0,18.607,12.125,16.500,21.250,24.000,20.500,0.286,216.000,12.000
SF,Rudy Gay,4000,Sac@Cle 07:00PM ET,35.200,Sac,0,0,39.929,27.797,39.438,27.000,24.000,32.000,0.869,216.000,12.000
C,Joakim Noah,4000,NY@Dal 08:30PM ET,22.875,NY,0,0,20.464,15.344,22.000,9.000,24.000,15.000,0.449,201.500,4.000
SF/PF,Luol Deng,4000,LAL@Por 10:30PM ET,20.409,LAL,0,0,22.607,13.537,13.125,24.750,24.000,13.000,0.347,220.000,8.500
SF/PF,Rondae Hollis-Jefferson,3900,Mia@Bkn 07:30PM ET,19.363,Bkn,1,0,21.071,13.844,17.938,8.750,23.400,19.250,0.318,215.500,3.000
SF,Wayne Ellington,3900,Mia@Bkn 07:30PM ET,17.940,Mia,0,0,13.214,10.981,21.562,30.000,23.400,30.500,0.299,215.500,-3.000
SG/SF,Marco Belinelli,3900,GS@Cha 08:00PM ET,18.800,Cha,1,0,17.250,13.307,21.125,11.000,23.400,18.750,0.278,223.500,10.000
C,Zaza Pachulia,3900,GS@Cha 08:00PM ET,18.524,GS,0,0,20.393,12.420,21.812,25.000,23.400,10.500,0.263,223.500,-10.000
PG,Cory Joseph,3900,Tor@Mem 08:00PM ET,18.278,Tor,0,0,20.964,12.660,14.312,6.500,23.400,19.000,0.262,202.000,5.000
PF/C,Kyle O'Quinn,3900,NY@Dal 08:30PM ET,17.739,NY,0,0,16.036,9.221,13.625,6.000,23.400,5.000,0.313,201.500,4.000
SF/PF,Sam Dekker,3800,Hou@Bos 07:30PM ET,15.932,Hou,0,0,17.786,10.967,25.750,19.750,22.800,24.500,0.205,229.000,-4.000
PG,Sergio Rodriguez,3800,Phi@Mil 08:00PM ET,22.395,Phi,0,0,19.821,13.671,16.188,4.000,22.800,14.000,0.475,207.500,10.500
PG,Jerian Grant,3800,Atl@Chi 08:00PM ET,10.986,Chi,1,0,11.286,4.934,9.062,23.000,22.800,12.500,0.090,202.500,1.500
SF,Maurice Harkless,3800,LAL@Por 10:30PM ET,22.432,Por,1,0,20.643,13.694,9.625,28.000,22.800,1.500,0.483,220.000,-8.500
C,Montrezl Harrell,3700,Hou@Bos 07:30PM ET,18.244,Hou,0,0,18.964,8.803,11.688,21.000,22.200,20.000,0.361,229.000,-4.000
PF,Richaun Holmes,3700,Phi@Mil 08:00PM ET,16.022,Phi,0,0,16.107,6.900,13.875,14.000,22.200,20.500,0.252,207.500,10.500
C,Willie Reed,3700,Mia@Bkn 07:30PM ET,13.569,Mia,0,0,26.857,7.641,16.938,29.000,22.200,24.500,0.230,215.500,-3.000
SF,Doug McDermott,3700,Atl@Chi 08:00PM ET,16.788,Chi,1,0,16.429,10.306,11.625,24.000,22.200,14.500,0.275,202.500,1.500
SF,Andre Iguodala,3700,GS@Cha 08:00PM ET,18.029,GS,0,0,19.679,12.550,22.688,22.000,22.200,23.000,0.251,223.500,-10.000
PG,Andrew Harrison,3700,Tor@Mem 08:00PM ET,16.802,Mem,1,0,11.464,10.556,8.812,13.500,22.200,11.750,0.276,202.000,-5.000
SG/SF,Kyle Korver,3700,Sac@Cle 07:00PM ET,18.237,Cle,1,0,23.679,11.425,15.250,17.750,22.200,21.250,0.318,216.000,-12.000
SF,Andre Roberson,3700,OKC@NO 08:00PM ET,18.389,OKC,0,0,18.250,10.900,16.750,23.000,22.200,22.500,0.320,216.500,-1.500
SF/PF,Michael Beasley,3600,Phi@Mil 08:00PM ET,16.324,Mil,1,0,18.393,8.514,14.875,12.000,21.600,7.000,0.298,207.500,-10.500
PG,Rajon Rondo,3600,Atl@Chi 08:00PM ET,25.750,Chi,1,0,18.357,16.143,10.562,23.000,21.600,8.750,0.616,202.500,1.500
SG/SF,Thabo Sefolosha,3600,Atl@Chi 08:00PM ET,19.649,Atl,0,0,16.286,13.048,20.312,10.000,21.600,24.750,0.412,202.500,-1.500
SG/SF,Norman Powell,3600,Tor@Mem 08:00PM ET,11.396,Tor,0,0,10.643,5.279,19.312,6.750,21.600,32.750,0.179,202.000,5.000
SF/PF,Anthony Tolliver,3600,Sac@Cle 07:00PM ET,13.953,Sac,0,0,12.643,6.972,10.125,21.250,21.600,6.250,0.192,216.000,12.000
PF/C,Channing Frye,3600,Sac@Cle 07:00PM ET,16.674,Cle,1,0,18.929,10.917,17.688,17.000,21.600,12.500,0.267,216.000,-12.000
PG,J.J. Barea,3600,NY@Dal 08:30PM ET,24.167,Dal,1,0,27.625,18.275,21.500,15.000,21.600,24.250,0.614,201.500,-4.000
SG,Courtney Lee,3600,NY@Dal 08:30PM ET,18.854,NY,0,0,22.464,13.145,24.750,4.000,21.600,34.500,0.366,201.500,4.000
SG/SF,Allen Crabbe,3600,LAL@Por 10:30PM ET,17.951,Por,1,0,23.214,12.602,12.125,24.500,21.600,15.750,0.315,220.000,-8.500
PF/C,Spencer Hawes,3500,GS@Cha 08:00PM ET,16.258,Cha,1,0,14.857,9.235,21.500,16.500,21.000,36.750,0.345,223.500,10.000
SG,J.R. Smith,3500,Sac@Cle 07:00PM ET,17.321,Cle,1,0,17.750,11.300,19.688,25.000,21.000,8.250,0.317,216.000,-12.000
SF,Omri Casspi,3500,Sac@Cle 07:00PM ET,13.614,Sac,0,0,16.964,7.100,9.062,27.000,21.000,4.750,0.155,216.000,12.000
SG,Nik Stauskas,3400,Phi@Mil 08:00PM ET,16.518,Phi,0,0,17.607,11.143,15.938,16.000,20.400,17.000,0.284,207.500,10.500
PG,Spencer Dinwiddie,3400,Mia@Bkn 07:30PM ET,14.107,Bkn,1,0,18.464,6.825,18.000,8.000,20.400,22.250,0.236,215.500,3.000
PG,Shaun Livingston,3400,GS@Cha 08:00PM ET,11.413,GS,0,0,11.964,8.272,12.625,17.000,20.400,9.750,0.018,223.500,-10.000
PG,Ramon Sessions,3400,GS@Cha 08:00PM ET,13.567,Cha,1,0,14.036,9.219,13.125,17.000,20.400,-0.500,0.104,223.500,10.000
SG/SF,Vince Carter,3400,Tor@Mem 08:00PM ET,17.737,Mem,1,0,18.071,13.043,19.750,7.000,20.400,17.250,0.349,202.000,-5.000
C,Guillermo Hernangomez,3400,NY@Dal 08:30PM ET,14.092,NY,0,0,23.286,5.475,30.312,9.000,20.400,34.000,0.303,201.500,4.000
PG,Tim Frazier,3400,OKC@NO 08:00PM ET,24.660,NO,1,0,14.000,14.607,3.812,21.500,20.400,11.000,0.611,216.500,1.500
SG,Buddy Hield,3400,OKC@NO 08:00PM ET,15.600,NO,1,0,19.179,8.295,14.125,11.000,20.400,10.750,0.285,216.500,1.500
SF/PF,Dante Cunningham,3400,OKC@NO 08:00PM ET,15.156,NO,1,0,21.607,9.125,23.375,10.250,20.400,21.000,0.255,216.500,1.500
