"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PF/C","DeMarcus Cousins",11400,"NO@PHO 11/24/2017 09:00PM ET",57.208,"NO"
"SF/PF","LeBron James",11200,"CHA@CLE 11/24/2017 08:00PM ET",54.806,"CLE"
"PF/C","Anthony Davis",10700,"NO@PHO 11/24/2017 09:00PM ET",51.279,"NO"
"PG","Russell Westbrook",10600,"DET@OKC 11/24/2017 08:00PM ET",50.574,"OKC"
"SF/PF","Kevin Durant",9900,"CHI@GS 11/24/2017 10:30PM ET",45.719,"GS"
"PG/SG","Stephen Curry",9600,"CHI@GS 11/24/2017 10:30PM ET",46.118,"GS"
"PF/C","Kristaps Porzingis",8900,"NY@ATL 11/24/2017 07:30PM ET",43.844,"NY"
"C","Andre Drummond",8800,"DET@OKC 11/24/2017 08:00PM ET",42.515,"DET"
"C","Karl-Anthony Towns",8700,"MIA@MIN 11/24/2017 08:00PM ET",41.903,"MIN"
"C","Nikola Jokic",8600,"MEM@DEN 11/24/2017 09:00PM ET",40.736,"DEN"
"SF","Paul George",8500,"DET@OKC 11/24/2017 08:00PM ET",40.279,"OKC"
"C","Hassan Whiteside",8500,"MIA@MIN 11/24/2017 08:00PM ET",38.250,"MIA"
"SG/SF","DeMar DeRozan",8400,"TOR@IND 11/24/2017 08:00PM ET",39.221,"TOR"
"PG","Kyrie Irving",8300,"ORL@BOS 11/24/2017 07:30PM ET",38.417,"BOS"
"PG","Kemba Walker",8200,"CHA@CLE 11/24/2017 08:00PM ET",38.985,"CHA"
"PG","Kyle Lowry",8100,"TOR@IND 11/24/2017 08:00PM ET",35.485,"TOR"
"PG/SG","Victor Oladipo",8000,"TOR@IND 11/24/2017 08:00PM ET",39.917,"IND"
"C","Marc Gasol",7900,"MEM@DEN 11/24/2017 09:00PM ET",41.309,"MEM"
"SG/SF","Devin Booker",7800,"NO@PHO 11/24/2017 09:00PM ET",36.921,"PHO"
"PF/C","Kevin Love",7700,"CHA@CLE 11/24/2017 08:00PM ET",37.403,"CLE"
"PF/C","Draymond Green",7500,"CHI@GS 11/24/2017 10:30PM ET",34.208,"GS"
"SG","Klay Thompson",7100,"CHI@GS 11/24/2017 10:30PM ET",32.458,"GS"
"C","Dwight Howard",7000,"CHA@CLE 11/24/2017 08:00PM ET",35.765,"CHA"
"PF/C","Al Horford",6900,"ORL@BOS 11/24/2017 07:30PM ET",34.338,"BOS"
"SF/PF","Carmelo Anthony",6900,"DET@OKC 11/24/2017 08:00PM ET",34.438,"OKC"
"SG/SF","Tyreke Evans",6900,"MEM@DEN 11/24/2017 09:00PM ET",32.544,"MEM"
"SG","Jimmy Butler",6800,"MIA@MIN 11/24/2017 08:00PM ET",34.141,"MIN"
"C","Myles Turner",6700,"TOR@IND 11/24/2017 08:00PM ET",31.455,"IND"
"PG","Goran Dragic",6700,"MIA@MIN 11/24/2017 08:00PM ET",32.750,"MIA"
"SG/SF","Tim Hardaway Jr.",6600,"NY@ATL 11/24/2017 07:30PM ET",32.544,"NY"
"PG","Dennis Schroder",6600,"NY@ATL 11/24/2017 07:30PM ET",35.484,"ATL"
"C","Nikola Vucevic",6600,"ORL@BOS 11/24/2017 07:30PM ET",35.306,"ORL"
"SF/PF","T.J. Warren",6600,"NO@PHO 11/24/2017 09:00PM ET",31.395,"PHO"
"PG","Isaiah Thomas",6600,"CHA@CLE 11/24/2017 08:00PM ET",0,"CLE"
"SG/SF","Jaylen Brown",6500,"ORL@BOS 11/24/2017 07:30PM ET",28.868,"BOS"
"SF/PF","Aaron Gordon",6500,"ORL@BOS 11/24/2017 07:30PM ET",35.063,"ORL"
"PG/SG","Jrue Holiday",6500,"NO@PHO 11/24/2017 09:00PM ET",30.958,"NO"
"SF/PF","Tobias Harris",6500,"DET@OKC 11/24/2017 08:00PM ET",30.544,"DET"
"PF/C","Paul Millsap",6500,"MEM@DEN 11/24/2017 09:00PM ET",31.828,"DEN"
"PF","Lauri Markkanen",6400,"CHI@GS 11/24/2017 10:30PM ET",30.516,"CHI"
"PG","Jeff Teague",6400,"MIA@MIN 11/24/2017 08:00PM ET",33.167,"MIN"
"SF/PF","Andrew Wiggins",6300,"MIA@MIN 11/24/2017 08:00PM ET",29.903,"MIN"
"PG","Mike Conley",6300,"MEM@DEN 11/24/2017 09:00PM ET",28.771,"MEM"
"SG/SF","Nicolas Batum",6200,"CHA@CLE 11/24/2017 08:00PM ET",24.150,"CHA"
"PF/C","Enes Kanter",6100,"NY@ATL 11/24/2017 07:30PM ET",30.426,"NY"
"PG/SG","Avery Bradley",6100,"DET@OKC 11/24/2017 08:00PM ET",26.721,"DET"
"PG","Darren Collison",6000,"TOR@IND 11/24/2017 08:00PM ET",28.931,"IND"
"SF/PF","Thaddeus Young",6000,"TOR@IND 11/24/2017 08:00PM ET",27.556,"IND"
"PG","Reggie Jackson",6000,"DET@OKC 11/24/2017 08:00PM ET",29.368,"DET"
"SG/SF","Will Barton",6000,"MEM@DEN 11/24/2017 09:00PM ET",29.208,"DEN"
"SG/SF","Evan Fournier",5900,"ORL@BOS 11/24/2017 07:30PM ET",31.181,"ORL"
"PF","James Johnson",5800,"MIA@MIN 11/24/2017 08:00PM ET",27.266,"MIA"
"SF/PF","Jayson Tatum",5700,"ORL@BOS 11/24/2017 07:30PM ET",27.395,"BOS"
"PG","Elfrid Payton",5700,"ORL@BOS 11/24/2017 07:30PM ET",25.694,"ORL"
"PF/C","Domantas Sabonis",5700,"TOR@IND 11/24/2017 08:00PM ET",28.609,"IND"
"SG/SF","Justin Holiday",5600,"CHI@GS 11/24/2017 10:30PM ET",27.317,"CHI"
"SG/SF","Dion Waiters",5600,"MIA@MIN 11/24/2017 08:00PM ET",26.667,"MIA"
"PG/SG","Kris Dunn",5500,"CHI@GS 11/24/2017 10:30PM ET",27.479,"CHI"
"SG/SF","Kent Bazemore",5400,"NY@ATL 11/24/2017 07:30PM ET",28.125,"ATL"
"SG/SF","Denzel Valentine",5400,"CHI@GS 11/24/2017 10:30PM ET",23.172,"CHI"
"PG","Mario Chalmers",5300,"MEM@DEN 11/24/2017 09:00PM ET",21.221,"MEM"
"SG/SF","Taurean Prince",5200,"NY@ATL 11/24/2017 07:30PM ET",26.625,"ATL"
"PF","Bobby Portis",5200,"CHI@GS 11/24/2017 10:30PM ET",27.313,"CHI"
"PG/SG","Dwyane Wade",5200,"CHA@CLE 11/24/2017 08:00PM ET",23.794,"CLE"
"C","Steven Adams",5200,"DET@OKC 11/24/2017 08:00PM ET",29.268,"OKC"
"PG/SG","Jamal Murray",5200,"MEM@DEN 11/24/2017 09:00PM ET",22.431,"DEN"
"C","Dewayne Dedmon",5100,"NY@ATL 11/24/2017 07:30PM ET",25.292,"ATL"
"SG/SF","Marcus Smart",5100,"ORL@BOS 11/24/2017 07:30PM ET",25.588,"BOS"
"SG/SF","Jeremy Lamb",5100,"CHA@CLE 11/24/2017 08:00PM ET",30.250,"CHA"
"PF/C","Taj Gibson",5100,"MIA@MIN 11/24/2017 08:00PM ET",25.347,"MIN"
"SG","Gary Harris",5100,"MEM@DEN 11/24/2017 09:00PM ET",25.781,"DEN"
"PF/C","Serge Ibaka",5000,"TOR@IND 11/24/2017 08:00PM ET",23.017,"TOR"
"PF/C","Nikola Mirotic",5000,"CHI@GS 11/24/2017 10:30PM ET",0,"CHI"
"SF/PF","Marcus Morris",4900,"ORL@BOS 11/24/2017 07:30PM ET",24.175,"BOS"
"PG","Rajon Rondo",4900,"NO@PHO 11/24/2017 09:00PM ET",17.900,"NO"
"SF/PF","Wilson Chandler",4900,"MEM@DEN 11/24/2017 09:00PM ET",20.162,"DEN"
"PF/C","John Collins",4800,"NY@ATL 11/24/2017 07:30PM ET",24.903,"ATL"
"C","Jonas Valanciunas",4800,"TOR@IND 11/24/2017 08:00PM ET",21.654,"TOR"
"PF/C","Greg Monroe",4700,"NO@PHO 11/24/2017 09:00PM ET",21.167,"PHO"
