"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SF/PF","Kevin Durant",11600,"LAL@GS 12/22/2017 10:30PM ET",49.029,"GS"
"PG/SG","James Harden",11500,"LAC@HOU 12/22/2017 08:00PM ET",57.075,"HOU"
"PG","Russell Westbrook",11400,"ATL@OKC 12/22/2017 08:00PM ET",54.766,"OKC"
"SF/PF","Giannis Antetokounmpo",11300,"CHA@MIL 12/22/2017 08:00PM ET",56.036,"MIL"
"PF/C","DeMarcus Cousins",11100,"NO@ORL 12/22/2017 07:00PM ET",54.823,"NO"
"PF/C","Anthony Davis",10500,"NO@ORL 12/22/2017 07:00PM ET",48.817,"NO"
"PG/SG","Chris Paul",9200,"LAC@HOU 12/22/2017 08:00PM ET",42.953,"HOU"
"PG/SG","Stephen Curry",9100,"LAL@GS 12/22/2017 10:30PM ET",46.924,"GS"
"C","Nikola Vucevic",8900,"NO@ORL 12/22/2017 07:00PM ET",40.117,"ORL"
"PG","John Wall",8700,"WAS@BKN 12/22/2017 07:30PM ET",41.288,"WAS"
"C","Andre Drummond",8600,"NY@DET 12/22/2017 07:00PM ET",42.919,"DET"
"PF/C","Kristaps Porzingis",8400,"NY@DET 12/22/2017 07:00PM ET",39.700,"NY"
"PG","Damian Lillard",8300,"DEN@POR 12/22/2017 10:00PM ET",44.129,"POR"
"C","DeAndre Jordan",7800,"LAC@HOU 12/22/2017 08:00PM ET",34.850,"LAC"
"C","Dwight Howard",7600,"CHA@MIL 12/22/2017 08:00PM ET",36.097,"CHA"
"SG","Bradley Beal",7500,"WAS@BKN 12/22/2017 07:30PM ET",37.702,"WAS"
"PF/C","Draymond Green",7400,"LAL@GS 12/22/2017 10:30PM ET",35.940,"GS"
"C","Nikola Jokic",7400,"DEN@POR 12/22/2017 10:00PM ET",39.083,"DEN"
"SF/PF","Aaron Gordon",7400,"NO@ORL 12/22/2017 07:00PM ET",35.904,"ORL"
"PF/C","Blake Griffin",7400,"LAC@HOU 12/22/2017 08:00PM ET",43.763,"LAC"
"SG/SF","Khris Middleton",7400,"CHA@MIL 12/22/2017 08:00PM ET",36.422,"MIL"
"PG/SG","Jrue Holiday",7300,"NO@ORL 12/22/2017 07:00PM ET",35.024,"NO"
"SG","Klay Thompson",7200,"LAL@GS 12/22/2017 10:30PM ET",33.710,"GS"
"PG/SG","Lou Williams",7200,"LAC@HOU 12/22/2017 08:00PM ET",32.207,"LAC"
"SF","Paul George",7100,"ATL@OKC 12/22/2017 08:00PM ET",37.983,"OKC"
"C","Clint Capela",7100,"LAC@HOU 12/22/2017 08:00PM ET",35.134,"HOU"
"PG","Lonzo Ball",7000,"LAL@GS 12/22/2017 10:30PM ET",33.414,"LAL"
"PG/SG","CJ McCollum",7000,"DEN@POR 12/22/2017 10:00PM ET",33.300,"POR"
"C","Hassan Whiteside",6900,"DAL@MIA 12/22/2017 08:00PM ET",36.950,"MIA"
"SG/SF","Brandon Ingram",6800,"LAL@GS 12/22/2017 10:30PM ET",30.793,"LAL"
"PG","Kemba Walker",6800,"CHA@MIL 12/22/2017 08:00PM ET",37.267,"CHA"
"PG/SG","D'Angelo Russell",6700,"WAS@BKN 12/22/2017 07:30PM ET",36.458,"BKN"
"PG/SG","Eric Bledsoe",6700,"CHA@MIL 12/22/2017 08:00PM ET",32.591,"MIL"
"SG/SF","Jonathon Simmons",6600,"NO@ORL 12/22/2017 07:00PM ET",24.398,"ORL"
"PG","Dennis Schroder",6600,"ATL@OKC 12/22/2017 08:00PM ET",34.819,"ATL"
"PF/C","Paul Millsap",6500,"DEN@POR 12/22/2017 10:00PM ET",31.828,"DEN"
"C","Steven Adams",6500,"ATL@OKC 12/22/2017 08:00PM ET",29.894,"OKC"
