Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U,penalty,Final,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10
PF/C,Karl-Anthony Towns,9400,Por@Min 07:00PM ET,44.697,Min,1,0,49.964,37.434,45.500,46.000,28.500,56.400,0.157,-6.000,208.500,0.000,40.250,40.250,46.000,51.250,50.250,34.500,45.250,47.500,55.250,69.500,42.000,52.000
PG,Kyle Lowry,8800,Tor@LAL 09:30PM ET,43.016,Tor,0,0,46.679,35.500,49.688,43.250,28.000,52.800,0.119,-8.000,218.500,0.000,63.750,63.750,43.250,57.500,45.500,52.500,48.000,37.250,40.000,38.000,33.750,52.750
SG,DeMar DeRozan,8500,Tor@LAL 09:30PM ET,41.906,Tor,0,0,41.036,33.692,42.750,29.750,20.500,51.000,0.148,-8.000,218.500,0.000,40.250,40.250,29.750,52.250,49.000,40.000,20.750,44.250,50.750,40.750,37.750,31.250
C,Hassan Whiteside,8400,Det@Mia 06:00PM ET,42.316,Mia,1,0,46.857,30.109,28.625,26.000,5.000,50.400,0.278,6.500,198.000,0.000,0.000,26.000,22.500,25.500,40.500,44.250,63.750,50.250,42.250,57.500,44.500,40.500
PG/SG,C.J. McCollum,8300,Por@Min 07:00PM ET,35.371,Por,0,0,36.036,28.619,36.438,34.000,12.500,49.800,0.095,6.000,208.500,0.000,61.750,61.750,34.000,35.000,44.750,32.000,21.000,46.500,18.250,36.750,29.000,34.750
SF,Kawhi Leonard,8200,SA@Atl 06:00PM ET,41.879,SA,0,0,42.393,33.288,47.062,55.000,26.000,49.200,0.215,-5.000,199.500,0.000,25.000,25.000,55.000,43.250,50.250,39.750,20.000,42.000,43.250,49.250,43.000,42.750
PG,Damian Lillard,8000,Por@Min 07:00PM ET,44.398,Por,0,0,45.250,34.188,40.000,40.250,20.000,48.000,0.387,6.000,208.500,0.000,0.000,40.250,39.250,55.000,25.500,59.750,34.000,47.250,51.750,28.250,49.250,55.750
SF/PF,Paul George,7800,Orl@Ind 06:00PM ET,39.315,Ind,1,0,42.250,33.464,39.750,42.000,18.000,46.800,0.158,-6.000,209.500,0.000,30.750,30.750,42.000,48.750,30.250,38.000,28.750,41.000,44.750,32.750,36.250,34.250
PF/C,LaMarcus Aldridge,7400,SA@Atl 06:00PM ET,31.867,SA,0,0,31.143,25.056,39.688,17.500,11.500,44.400,0.112,-5.000,199.500,0.000,53.250,53.250,17.500,44.000,45.250,52.000,18.000,40.500,34.500,25.250,29.250,28.000
C,Dwight Howard,7200,SA@Atl 06:00PM ET,37.603,Atl,1,0,37.036,25.068,43.500,33.750,3.000,43.200,0.321,5.000,199.500,0.000,18.500,18.500,33.750,53.000,44.000,43.250,48.250,42.500,26.750,57.250,17.000,37.750
PG,Jeff Teague,7100,Orl@Ind 06:00PM ET,35.765,Ind,1,0,39.000,25.828,36.688,41.250,19.000,42.600,0.269,-6.000,209.500,0.000,31.750,31.750,41.250,41.500,15.000,49.000,48.750,49.500,44.750,46.500,25.250,41.750
PF,Paul Millsap,7000,SA@Atl 06:00PM ET,37.833,Atl,1,0,41.964,26.712,33.375,44.000,2.000,42.000,0.363,5.000,199.500,0.000,56.750,56.750,44.000,36.250,14.250,39.000,46.500,50.250,36.250,29.750,41.250,59.000
PG,Goran Dragic,6900,Det@Mia 06:00PM ET,35.167,Mia,1,0,40.643,27.625,29.688,18.750,25.000,41.400,0.293,6.500,198.000,0.000,0.000,18.750,35.000,34.000,31.000,46.500,48.000,27.750,49.250,42.750,25.750,32.500
SF,Andrew Wiggins,6800,Por@Min 07:00PM ET,32.750,Min,1,0,32.071,23.200,37.938,47.750,18.000,40.800,0.247,-6.000,208.500,0.000,31.750,31.750,47.750,37.750,33.000,33.250,17.500,32.250,39.000,35.500,43.250,33.250
C,Andre Drummond,6800,Det@Mia 06:00PM ET,37.456,Det,0,0,36.179,28.931,35.875,37.750,16.000,40.800,0.386,-6.500,198.000,0.000,55.500,55.500,37.750,28.750,43.250,33.750,39.750,16.000,32.750,30.000,21.000,45.000
PF/C,Julius Randle,6600,Tor@LAL 09:30PM ET,30.944,LAL,1,0,31.929,22.367,35.188,25.500,15.750,39.600,0.204,8.000,218.500,0.000,44.250,44.250,25.500,47.500,37.750,30.000,29.000,45.750,20.000,13.000,36.500,31.750
PF/C,Serge Ibaka,6400,Orl@Ind 06:00PM ET,30.757,Orl,0,0,35.750,23.150,40.000,39.750,23.250,38.400,0.241,6.000,209.500,0.000,32.000,32.000,39.750,28.500,51.250,40.500,39.750,15.000,44.750,21.500,39.750,38.000
