Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U,penalty,Final,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10
PG/SG,James Harden,12600,Hou@Phi 08:00PM ET,60.515,Hou,0,0,65.857,52.954,55.875,58.500,13.750,75.600,0.107,-7.000,221.000,0.000,97.750,97.750,58.500,62.000,62.000,41.000,62.500,77.500,58.500,43.750,64.000,79.750
PF/C,DeMarcus Cousins,11000,Sac@Ind 07:00PM ET,53.188,Sac,0,0,56.464,40.653,57.125,63.750,23.500,66.000,0.163,4.500,211.500,0.000,54.500,54.500,63.750,56.250,71.500,37.000,63.500,62.250,52.250,55.250,41.500,60.250
SF,LeBron James,10200,Bkn@Cle 07:30PM ET,51.994,Cle,1,0,55.571,43.750,59.000,64.750,30.000,61.200,0.205,-17.000,226.000,0.000,53.250,53.250,64.750,62.500,48.500,60.250,32.500,44.500,43.750,51.500,43.500,59.750
PG/SF,Giannis Antetokounmpo,10000,Mil@Tor 07:30PM ET,50.102,Mil,0,0,50.214,40.988,47.812,48.000,9.750,60.000,0.207,5.500,213.500,0.000,45.000,45.000,48.000,52.750,46.500,44.000,62.750,42.000,58.750,40.500,7.000,48.750
PG,John Wall,9900,Was@Atl 08:00PM ET,48.756,Was,0,0,44.893,41.702,49.938,52.750,23.000,59.400,0.128,3.500,214.500,0.000,38.500,38.500,52.750,39.000,46.250,61.750,53.000,42.500,48.250,41.750,58.000,29.750
C,Anthony Davis,9700,SA@NO 08:00PM ET,53.506,NO,1,1,43.143,38.237,32.375,15.250,3.000,58.200,0.394,7.000,214.000,0.000,48.500,48.500,15.250,44.250,45.750,24.250,64.500,73.500,63.500,51.000,51.000,51.500
PG,Isaiah Thomas,9600,Orl@Bos 07:30PM ET,44.213,Bos,1,0,49.286,36.784,53.125,60.250,13.500,57.600,0.086,-7.500,214.000,0.000,41.250,41.250,60.250,50.250,52.750,49.250,49.250,46.500,52.250,39.750,50.250,31.000
SF,Kawhi Leonard,9000,SA@NO 08:00PM ET,42.732,SA,0,1,44.250,33.544,53.250,58.500,22.000,54.000,0.123,-7.000,214.000,0.000,40.500,40.500,58.500,52.750,52.750,49.000,42.000,54.250,28.500,44.000,45.500,25.000
SG/SF,Jimmy Butler,8900,Mia@Chi 08:00PM ET,44.183,Chi,1,0,53.786,34.798,40.688,57.000,6.750,53.400,0.254,-7.000,204.500,0.000,10.250,10.250,57.000,42.000,39.250,24.500,55.250,40.500,59.000,13.500,67.500,43.000
PG,Kyle Lowry,8600,Mil@Tor 07:30PM ET,43.156,Tor,1,0,41.643,34.250,38.625,52.000,4.000,51.600,0.201,-5.500,213.500,0.000,47.250,47.250,52.000,39.250,30.500,32.750,44.000,39.000,44.500,49.000,34.250,65.250
