Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U,penalty,Final,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10
PG/SG,James Harden,12000,Hou@Min 08:00PM ET,60.944,Hou,0,0,57.250,53.391,63.188,79.750,12.500,72.000,0.186,-3.500,218.500,0.000,64.000,64.000,79.750,78.500,37.000,57.500,59.000,103.500,77.750,58.750,55.250,50.250
PG,Russell Westbrook,11800,Mem@OKC 08:00PM ET,64.327,OKC,1,0,69.643,53.461,69.688,55.250,8.000,70.800,0.320,-4.500,204.000,0.000,65.750,65.750,55.250,81.250,72.000,70.250,52.250,61.000,29.250,67.750,65.750,82.250
SF,LeBron James,9700,Cle@Por 10:30PM ET,52.147,Cle,0,0,54.893,44.069,51.562,51.500,18.000,58.200,0.295,-5.000,222.000,0.000,43.750,43.750,51.500,43.500,59.750,51.500,47.750,56.500,56.000,60.250,39.750,50.250
PF/C,Karl-Anthony Towns,9500,Hou@Min 08:00PM ET,45.079,Min,1,0,48.429,38.163,49.750,62.750,21.250,57.000,0.148,3.500,218.500,0.000,59.500,59.500,62.750,39.250,42.000,55.000,40.250,46.000,51.250,50.250,34.500,45.250
PG,Chris Paul,9400,Orl@LAC 10:30PM ET,44.447,LAC,1,0,48.571,37.039,46.750,59.000,19.000,56.400,0.134,-10.500,209.000,0.000,41.750,41.750,59.000,46.000,42.500,39.500,51.500,40.500,32.250,37.500,54.250,65.250
PG,John Wall,9200,Was@Bos 08:00PM ET,48.929,Was,0,0,43.893,41.125,47.125,58.000,24.000,55.200,0.260,5.500,217.500,0.000,41.750,41.750,58.000,29.750,50.250,50.500,45.250,51.500,67.250,52.250,38.750,49.000
PG,Isaiah Thomas,8900,Was@Bos 08:00PM ET,42.713,Bos,1,0,46.464,35.711,45.750,39.750,3.000,53.400,0.139,-5.500,217.500,0.000,52.250,52.250,39.750,50.250,31.000,62.000,60.000,51.750,31.250,37.250,53.500,43.750
PG,Damian Lillard,8500,Cle@Por 10:30PM ET,44.107,Por,1,0,41.393,34.736,40.812,40.500,22.000,51.000,0.284,5.000,222.000,0.000,22.250,22.250,40.500,37.750,44.750,40.250,39.250,55.000,25.500,59.750,34.000,47.250
PG,Kyrie Irving,8200,Cle@Por 10:30PM ET,40.070,Cle,0,0,39.286,32.391,45.750,32.500,11.000,49.200,0.191,-5.000,222.000,0.000,19.250,19.250,32.500,40.500,47.250,62.750,35.750,63.000,47.750,60.000,42.250,54.000
PF/C,Kevin Love,8100,Cle@Por 10:30PM ET,41.765,Cle,0,0,39.464,34.222,35.562,27.750,28.500,48.600,0.252,-5.000,222.000,0.000,29.500,29.500,27.750,43.500,37.750,33.250,43.000,58.250,42.500,35.500,36.750,58.250
