Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U,penalty,Final,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10
PF/C,DeMarcus Cousins,11000,Sac@Cha 07:00PM ET,53.189,Sac,0,0,55.357,40.653,61.500,54.500,18.000,66.000,0.161,7.500,206.000,0.000,67.000,67.000,54.500,63.750,56.250,71.500,37.000,63.500,62.250,52.250,55.250,41.500
PF/C,Karl-Anthony Towns,10600,Bkn@Min 09:00PM ET,46.647,Min,1,0,55.143,38.713,56.000,58.000,29.500,63.600,0.076,-11.000,219.500,0.000,66.250,66.250,58.000,39.500,64.000,62.500,49.000,36.750,62.250,59.500,62.750,39.250
PG/SF,Giannis Antetokounmpo,10300,Bos@Mil 08:00PM ET,49.989,Mil,1,0,49.571,40.750,48.062,45.000,19.000,61.800,0.164,-1.000,217.000,0.000,39.500,39.500,45.000,48.000,52.750,46.500,44.000,62.750,42.000,58.750,40.500,7.000
C,Nikola Jokic,9800,Den@Pho 09:00PM ET,35.268,Den,0,1,46.429,22.977,49.500,64.500,25.500,58.800,0.073,3.000,228.000,0.000,0.000,64.500,55.250,41.250,37.000,61.000,56.250,60.250,51.500,42.250,37.000,47.750
SF,Kevin Durant,9500,LAC@GS 08:30PM ET,49.978,GS,1,0,49.750,42.065,48.062,47.750,20.000,57.000,0.242,-11.500,222.000,0.000,44.000,44.000,47.750,40.500,48.000,56.000,70.000,47.000,48.000,44.500,56.250,54.750
PG,Isaiah Thomas,9400,Bos@Mil 08:00PM ET,44.143,Bos,0,0,47.857,36.978,51.125,41.250,5.000,56.400,0.102,1.000,217.000,0.000,56.250,56.250,41.250,60.250,50.250,52.750,49.250,49.250,46.500,52.250,39.750,50.250
PG,Eric Bledsoe,8900,Den@Pho 09:00PM ET,39.674,Pho,1,0,42.607,29.815,45.500,41.500,29.000,53.400,0.133,-3.000,228.000,0.000,64.500,64.500,41.500,29.750,68.500,42.250,50.000,57.750,42.000,28.000,52.000,38.000
PG,Stephen Curry,8600,LAC@GS 08:30PM ET,43.489,GS,1,1,48.036,37.458,43.938,44.500,2.000,51.600,0.164,-11.500,222.000,0.000,66.750,66.750,44.500,48.500,43.000,39.750,46.500,49.500,44.500,52.000,48.500,57.250
PG,Chris Paul,7900,LAC@GS 08:30PM ET,43.917,LAC,0,1,41.250,36.188,43.312,22.250,15.500,47.400,0.374,11.500,222.000,0.000,0.000,22.250,50.250,41.750,59.000,46.000,42.500,39.500,51.500,40.500,32.250,37.500
PG,Kemba Walker,7800,Sac@Cha 07:00PM ET,39.973,Cha,1,0,41.643,32.830,40.812,55.000,20.000,46.800,0.243,-7.500,206.000,0.000,44.750,44.750,55.000,45.250,34.000,29.000,51.000,40.500,34.000,28.250,53.000,26.000
PF/C,Draymond Green,7700,LAC@GS 08:30PM ET,39.318,GS,1,0,42.821,33.521,33.375,38.000,9.750,46.200,0.222,-11.500,222.000,0.000,26.250,26.250,38.000,24.250,25.000,46.250,40.750,60.250,36.250,39.250,39.250,31.500
PF,Blake Griffin,7700,LAC@GS 08:30PM ET,41.639,LAC,0,0,37.357,35.500,37.438,33.750,10.000,46.200,0.294,11.500,222.000,0.000,29.000,29.000,33.750,46.250,35.500,34.250,51.000,24.750,57.500,43.750,37.750,30.250
C,Marc Gasol,7600,Mem@Uta 09:00PM ET,39.658,Mem,0,0,41.500,29.188,53.188,57.500,2.000,45.600,0.309,7.500,188.500,0.000,33.500,33.500,57.500,61.250,46.250,47.750,42.500,46.750,32.000,38.250,28.500,35.750
C,DeAndre Jordan,7500,LAC@GS 08:30PM ET,36.223,LAC,0,0,38.536,29.750,42.062,40.000,22.000,45.000,0.180,11.500,222.000,0.000,18.250,18.250,40.000,34.000,37.250,57.000,54.250,57.750,47.500,31.000,38.250,47.500
PG,Goran Dragic,7500,Det@Mia 07:30PM ET,35.942,Mia,1,0,38.179,28.477,42.062,54.250,24.500,45.000,0.200,3.000,202.500,0.000,33.500,33.500,54.250,44.750,32.000,37.250,44.000,42.500,30.750,27.000,39.500,25.250
C,Hassan Whiteside,7400,Det@Mia 07:30PM ET,40.911,Mia,1,1,38.893,29.393,28.062,11.250,5.000,44.400,0.400,3.000,202.500,0.000,27.000,27.000,11.250,34.750,39.750,26.500,37.750,34.250,59.500,35.750,26.000,22.500
