Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U,penalty,Final,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10
PG/SG,James Harden,12200,Hou@Orl 07:00PM ET,60.574,Hou,0,0,57.821,54.136,74.438,57.500,20.500,73.200,0.137,-5.000,224.000,0.000,37.000,37.000,57.500,59.000,103.500,77.750,58.750,55.250,50.250,59.250,56.500,64.250
PF/C,DeMarcus Cousins,10900,LAC@Sac 10:30PM ET,52.221,Sac,1,0,57.464,40.067,46.250,30.000,11.500,65.400,0.169,2.500,212.500,0.000,60.250,60.250,30.000,51.000,50.500,53.500,54.750,62.250,36.500,83.500,42.500,35.750
PG,Giannis Antetokounmpo,10700,NY@Mil 08:00PM ET,51.566,Mil,1,0,51.714,42.922,56.625,57.750,13.000,64.200,0.126,-5.000,213.500,0.000,48.750,48.750,57.750,51.500,74.750,42.500,45.250,50.000,63.500,47.750,55.750,57.750
SF,LeBron James,10500,Cle@Bkn 07:30PM ET,52.266,Cle,0,0,53.393,43.641,52.938,51.500,30.000,63.000,0.177,-13.000,221.000,0.000,59.750,59.750,51.500,47.750,56.500,56.000,60.250,39.750,50.250,66.500,56.250,45.500
PG,John Wall,10100,Min@Was 07:00PM ET,49.164,Was,1,0,54.679,42.328,53.625,50.500,20.000,60.600,0.117,-5.000,211.500,0.000,50.250,50.250,50.500,45.250,51.500,67.250,52.250,38.750,49.000,42.500,43.750,57.500
PF/C,Karl-Anthony Towns,9600,Min@Was 07:00PM ET,44.829,Min,0,0,45.536,37.575,48.125,55.000,16.750,57.600,0.133,5.000,211.500,0.000,42.000,42.000,55.000,40.250,46.000,51.250,50.250,34.500,45.250,47.500,55.250,69.500
SF,Kevin Durant,9400,Mem@GS 10:30PM ET,49.618,GS,1,0,48.357,40.691,49.750,52.750,4.000,56.400,0.260,-14.000,216.000,0.000,54.750,54.750,52.750,31.250,51.250,63.750,65.750,46.000,56.250,29.250,60.750,49.500
PG,Chris Paul,8900,LAC@Sac 10:30PM ET,43.927,LAC,0,1,44.464,36.653,43.500,42.500,17.500,53.400,0.188,-2.500,212.500,0.000,46.000,46.000,42.500,39.500,51.500,40.500,32.250,37.500,54.250,65.250,31.500,39.000
PG,Stephen Curry,8500,Mem@GS 10:30PM ET,42.403,GS,1,0,39.036,36.158,40.938,53.250,8.000,51.000,0.163,-14.000,216.000,0.000,57.250,57.250,53.250,33.250,29.500,47.750,28.750,44.750,38.500,42.750,32.750,34.000
PG,Isaiah Thomas,8300,Phi@Bos 07:30PM ET,42.992,Bos,1,0,45.036,35.750,51.250,62.000,16.000,49.800,0.244,-11.000,212.500,0.000,31.000,31.000,62.000,60.000,51.750,31.250,37.250,53.500,43.750,65.750,34.000,37.250
PF/C,Kevin Love,8100,Cle@Bkn 07:30PM ET,42.308,Cle,0,1,40.214,34.406,44.250,33.250,29.500,48.600,0.272,-13.000,221.000,0.000,37.750,37.750,33.250,43.000,58.250,42.500,35.500,36.750,58.250,55.750,36.000,56.750
