,Date,FirstName,Headline,Injured,Injured_Status,Injury_Detail,Injury_Location,Injury_Side,Injury_Type,LastName,ListItemCaption,ListItemDescription,ListItemPubDate,PlayerID,Position,Priority,RotoId,Team,TeamCode,UpdateId,lastUpdate,player_code
0,1514536278,Jamal,Jamal Crawford: Scores 11 points Thursday,NO,Healthy,,,,,Crawford,Crawford scored 11 points in 26 minutes but was just 4-of-13 from the field and 0-for-5 from three-point range in Thursday’s loss at Milwaukee.,"Although he struggled with his shot, it's worth noting that Crawford played 26 minutes. His playing time off the bench has been increasing (he's averaging 23.4 minutes and 17 points in his last five games) and he could get even more minutes with Jeff Teague sidelined several weeks with a knee injury if the T-Wolves need more scoring. Crawford could be worth a look in deeper formats as a result.",12/28/2017 10:31:18 PM,2037,G,3,2067,MIN,timberwolves,274018,12/28/2017 10:31:18 PM,jamal_crawford
1,1514535823,Andrew,Andrew Wiggins: Scores 21 despite sprained ankle,YES,GTD,Sprain,,Right,Ankle,Wiggins,"Wiggins scored 21 points (7-14 FG, 4-7 3Pt) with three rebounds in 34 minutes in Thursday’s loss at Milwaukee. He was limited by a sprained right ankle in the third quarter, but he was able to return to action, the St. Paul Pioneer Press reports.","Wiggins was 0-for-3 from the field in the fourth quarter after having his ankle taped. The injury doesn't sound serious, but watch his status in case it becomes an issue before Sunday's game at Indiana.",12/28/2017 10:23:43 PM,203952,F,2,3571,MIN,timberwolves,274017,12/28/2017 10:23:43 PM,andrew_wiggins
2,1514535280,Tyus,Tyus Jones: Five assists in move to starting lineup,NO,Healthy,,,,,Jones,"Jones started at point guard and scored six points with five assists, four rebounds and five steals in 35 minutes in Thursday’s loss at Milwaukee. He played through a dislocated left pinkie, the St. Paul Pioneer Press reports.","Jones was 0-for-2 from three-point range and 2-of-5 from the floor. He may not take many shots, but he should produce decent assist totals and defensive stats while getting significant minutes at point guard with Jeff Teague out with a knee injury. Teague may be out several weeks or more, so Jones should be a top free agent addition in most formats where available. Jones downplayed his hand injury after the game and since he was able to return to action, it's not likely to be a major problem.",12/28/2017 10:14:40 PM,1626145,G,3,3739,MIN,timberwolves,274016,12/28/2017 10:14:40 PM,tyus_jones
3,1514528945,Danny,Danny Green: Contributes 15 points in win,NO,Healthy,,,,,Green,"Green supplied 15 points (5-8 FG, 5-8 3Pt), two rebounds, two assists and one block across 22 minutes in Thursday’s 119-107 win over the Knicks.","Green provided his first double-digit scoring tally since Dec. 6, a span of six games. All of the veteran sharpshooter's points came from behind the arc, as he equaled a season high in made three-pointers. Green's offensive contributions have gone through their fair share of fluctuations this season, but he retains solid scoring upside on any given night due his proficiency from long distance.",12/28/2017 8:29:05 PM,201980,G,3,3051,SAS,spurs,274015,12/28/2017 8:29:05 PM,daniel_green
4,1514527792,Tony,Tony Parker: Tallies 14 points in return,NO,Healthy,,,,,Parker,"Parker offered 14 points (6-9 FG, 2-2 FT), three assists, two rebounds and one steal across 29 minutes in Thursday’s 119-107 win over the Knicks.","Parker received the night off Wednesday for rest but was right back to a full allotment of minutes Thursday. The 17-year veteran has five straight double-digit scoring efforts and has encouragingly been able to tolerate minute totals in the low-to-high 20s over that span without any setbacks. With back-to-back 14-point efforts and an apparent clean bill of health, Parker's fantasy value is trending in the right direction.",12/28/2017 8:09:52 PM,2225,G,3,2181,SAS,spurs,274014,12/28/2017 8:09:52 PM,tony_parker
5,1514527028,Kyle,Kyle Anderson: Picks up 16 points in start,NO,Healthy,,,,,Anderson,"Anderson went for 16 points (4-4 FG, 8-8 FT), eight rebounds and one steal across 29 minutes in Thursday’s 119-107 win over the Knicks.","Anderson drew the start with Kawhi Leonard (rest) sidelined and equaled his season high in scoring. A high-water mark in visits to the charity stripe helped prop up his line significantly Thursday, as he'd scored no more than six points in his previous six contests. While the unexpected offensive surge was certainly a welcome sight for fantasy owners, Anderson's offensive contributions remain largely inconsistent, although his typically solid work on the glass and in the area of assists has helped keep him fantasy-viable even when his point totals remain in the single digits.",12/28/2017 7:57:08 PM,203937,F,3,3586,SAS,spurs,274013,12/28/2017 7:57:08 PM,kyle_anderson
6,1514526411,Pau,Pau Gasol: Double-doubles in Thursday's win,NO,Healthy,,,,,Gasol,"Gasol managed 17 points (7-11 FG, 1-2 3Pt, 2-3 FT), 11 rebounds and seven assists across 26 minutes in Thursday’s 119-107 win over the Knicks.","Gasol was highly efficient with his relatively modest time on the floor, posting his fourth straight double-double in the process. The 37-year-old has been much more of an offensive factor since late November, as he's posted 10 double-digit scoring efforts in his last 14 games, with double-doubles in six of those contests. As long as Kawhi Leonard remains limited in playing time and continues to be rested altogether in certain games, Gasol's usage should remain elevated and have a corresponding effect on his fantasy value.",12/28/2017 7:46:51 PM,2200,C,3,2156,SAS,spurs,274012,12/28/2017 7:46:51 PM,pau_gasol
7,1514525967,LaMarcus,LaMarcus Aldridge: Scores team-high 25 points in win,NO,Healthy,,,,,Aldridge,"Aldridge totaled 25 points (8-19 FG, 0-2 3Pt, 9-12 FT), five rebounds, four assists and two blocks across 36 minutes in Thursday’s 119-107 win over the Knicks.","Aldridge's scoring total was easily a team high, as he once again played a pivotal offensive role with Kawhi Leonard being rested. The 12-year veteran has scored at least 20 points in four of his last five games, while also hauling in between six and 14 rebounds in 10 of his last 11 contests. As long as Leonard continues to be rested intermittently and play limited minutes when he does take the floor, Aldridge should continue generating production of similar caliber.",12/28/2017 7:39:27 PM,200746,F,3,2502,SAS,spurs,274011,12/28/2017 7:39:27 PM,lamarcus_aldridge
8,1514525287,Frank,Frank Ntilikina: Near double-double off bench in loss,NO,Healthy,,,,,Ntilikina,"Ntilikina managed nine points (4-11 FG, 1-2 3Pt) 11 assists, three rebounds and three steals across 32 minutes in Thursday’s 119-107 loss to the Spurs.","Ntilikina saw a career-high amount of minutes and established a new high-water mark in dimes in the process. The rookie has shown some modest offensive improvement in December with three-double-digit scoring efforts during the month. His shooting has also seen a corresponding uptick from 34.2 to 38.5 percent as compared to November, but he clearly has plenty of room for improvement in that area overall.",12/28/2017 7:28:07 PM,1628373,G,3,4128,NYK,knicks,274010,12/28/2017 7:28:07 PM,
9,1514525232,Robert,Robert Covington: Won't return Thursday,YES,GTD,,,Left,Finger,Covington,Covington has been ruled out for the remainder of Thursday’s game against the Trail Blazers with a left middle finger injury.,"Covington attempted just two field goals in 24 minutes of action before being forced out of Thursday's game with a finger injury in the third quarter. The specifics of the injury haven't been revealed, so it's too early to determine if he'll be able to suit up for Saturday's game against the Nuggets. We'll await official word regarding his status from the 76ers following the conclusion of Thursday's contest.",12/28/2017 7:27:12 PM,203496,F,2,3495,PHI,sixers,274009,12/28/2017 7:27:12 PM,robert_covington
