,Date,FirstName,Headline,Injured,Injured_Status,Injury_Detail,Injury_Location,Injury_Side,Injury_Type,LastName,ListItemCaption,ListItemDescription,ListItemPubDate,PlayerID,Position,Priority,RotoId,Team,TeamCode,UpdateId,lastUpdate,player_code
0,1514661397,Robert,Robert Covington: Will be available Saturday,NO,Healthy,,,Not Specified,,Covington,"Covington (finger), who was listed as doubtful on the team’s injury report, has been cleared to play in Saturday’s game against the Nuggets, Harrison Wind of BSNDenver.com reports.","Covington apparently felt better than expected during morning shootaround and will see the floor Saturday. In the five games prior to injuring his finger, he was averaging 12.0 points, 4.6 rebounds, 3.2 steals and 1.6 assists per contest.",12/30/2017 9:16:37 AM,203496,F,3,3495,PHI,sixers,274144,12/30/2017 9:16:37 AM,robert_covington
1,1514661174,E'Twaun,E'Twaun Moore: Posts 16 points in loss,NO,Healthy,,,,,Moore,"Moore provided 16 points (5-8 FG, 1-3 3Pt, 5-5 FT), three assists, one rebound and one steal across 35 minutes in Friday’s 128-120 loss to the Mavericks.","Although teammates Anthony Davis and DeMarcus Cousins once again dominated on the offensive end, Moore rode a third straight strong shooting night to a productive outing. The veteran guard has double-digit scoring efforts in four of his last five games and carries a blistering 59.4 percent success rate from the field in December -- including 58.7 percent from three-point range -- into Saturday's contest against the Knicks.",12/30/2017 9:12:54 AM,202734,G,3,3227,NOP,pelicans,274143,12/30/2017 9:12:54 AM,etwaun_moore
2,1514660909,Jrue,Jrue Holiday: Second straight 23-point effort,NO,Healthy,,,,,Holiday,"Holiday contributed 23 points (7-12 FG, 3-6 3Pt, 6-7 FT), three assists, two rebounds and one block across 39 minutes in Friday’s 128-120 loss to the Mavericks.","Holiday has scored over 20 points in three of his past four games, a notable feat considering that teammates DeMarcus Cousins and Anthony Davis have both enjoyed significant usage in those contests. The veteran guard is enjoying a particularly strong month from the field, with Friday's 58.3 percent success rate his third of well over 50.0 percent in the last four games and eighth overall in December. Factoring in Friday's effort, he's averaging a fantasy-friendly line of 22.2 points, 4.6 assists, 4.1 rebounds, 1.4 steals and 1.0 blocks over 37.2 minutes in 14 December contests.",12/30/2017 9:08:29 AM,201950,G,3,3029,NOP,pelicans,274142,12/30/2017 9:08:29 AM,jrue_holiday
3,1514660441,Anthony,Anthony Davis: Paces team in scoring again,NO,Healthy,,,,,Davis,"Davis managed 33 points (12-22 FG, 1-4 3Pt, 8-8 FT), five rebounds, two assists and two steals across 42 minutes in Friday’s 128-120 loss to the Mavericks.","Davis' scoring total led the Pelicans for a second straight game, although he ceded a lot of the heavy lifting on the glass to frontcourt mate DeMarcus Cousins on Friday. The 24-year-old is in the midst of an especially successful stretch from the floor, as he's shot at least 52.4 percent in six of the last seven games and is posting a 56.5 percent success rate overall in December. As long as his often fickle health endures, Davis naturally retains a spot as an elite fantasy option across all formats.",12/30/2017 9:00:41 AM,203076,F,3,3297,NOP,pelicans,274141,12/30/2017 9:00:41 AM,anthony_davis
4,1514660204,DeMarcus,DeMarcus Cousins: Tramples Mavericks again despite loss,NO,Healthy,,,,,Cousins,"Cousins managed 32 points (11-24 FG, 3-10 3Pt, 7-8 FT), 20 rebounds, eight assists, five blocks and two steals across 44 minutes in Friday’s 128-120 win over the Mavericks.","Cousins' massive performance represented his second dismantling of the Mavericks' frontcourt this season, as he'd also posted a 20-point, 22-rebound double-double versus Dallas in an earlier meeting. The perennial All-Star has double-doubles in four of his last five games and has taken his usage to another level in his last pair of contests, putting up a total of 44 shot attempts in those games on his way to an average of 29.5 points. Cousins continues to seamlessly co-exist with fellow superstar Anthony Davis in the Pelicans' frontcourt, rendering both of them top-shelf options in any format.",12/30/2017 8:56:44 AM,202326,C,2,3098,NOP,pelicans,274140,12/30/2017 8:56:44 AM,demarcus_cousins
5,1514659948,Dwight,Dwight Powell: Highly efficient performance in win,NO,Healthy,,,,,Powell,"Powell produced 15 points (4-4 FG, 7-7 FT), three rebounds and one steal over 15 minutes in Friday’s 128-120 win over the Pelicans.","Powell made the most of his limited playing time Friday, posting his third double-digit scoring effort in the last four games in the process. While his scoring totals fluctuate due to his bench role, the fourth-year big man remains efficient on a per-minute basis the majority of nights, with his solid work on the glass (career-high 4.8 rebounds through 36 games) serving as an excellent supplement to his overall production.",12/30/2017 8:52:28 AM,203939,F,3,3610,DAL,mavericks,274139,12/30/2017 8:52:28 AM,dwight_powell
6,1514659710,J.J.,J.J. Barea: Near double-double off bench,NO,Healthy,,,,,Barea,"Barea collected 14 points (5-10 FG, 3-5 3Pt, 1-2 FT), nine assists, two rebounds, one steal and one block across 24 minutes in Friday’s 128-120 win over the Pelicans.","Barea filled out the stat sheet in a modest amount of minutes, something that's been encouragingly common for the veteran this season. The 12-year veteran has eight double-digit scoring efforts in the last 11 games, and he's dished out between six and 12 dimes in nine of his last 10 contests as well. With his ability consistently offer multi-category production and typically high usage, Barea retains solid fantasy value across all formats, irrespective of his bench role.",12/30/2017 8:48:30 AM,200826,G,3,2775,DAL,mavericks,274138,12/30/2017 8:48:30 AM,jose_barea
7,1514659498,Devin,Devin Harris: Gets hot from long distance Friday,NO,Healthy,,,,,Harris,"Harris supplied 17 points (5-8 FG, 5-7 3Pt, 2-2 FT), three rebounds and one assist across 20 minutes in Friday’s 128-120 win over the Pelicans.","The veteran guard's point total led the bench and marked his third double-digit scoring effort of the last four games. Harris is shooting 56.0 percent (14-for-25) over the last four games overall, although Friday's game featured a particularly aggressive approach on his part from three-point range. The 14-year veteran remains capable of producing a double-digit scoring tally and offering serviceable rebounding and assists numbers on any given night, making him a viable option in deeper formats and as a low-cost DFS punt play.",12/30/2017 8:44:58 AM,2734,G,3,2468,DAL,mavericks,274137,12/30/2017 8:44:58 AM,devin_harris
8,1514659246,Wesley,Wesley Matthews: Drains four three-pointers in win,NO,Healthy,,,,,Matthews,"Matthews tallied 18 points (7-11 FG, 4-7 3Pt), four rebounds, two assists and two steals across 30 minutes in Friday’s 128-120 win over the Pelicans.","The veteran shooting guard was firing away in trademark fashion Friday, with the game marking his eighth with multiple threes over 15 December contests. Matthews has had the hot hand over the last two games as well, draining 12 of his 21 shots during that span, including five of 11 from three-point range. After a pair of sub-40 percent shooting campaigns in his first two years in Dallas, Matthews has bounced back to produce a 40.1 percent figure through the first 37 games of the current campaign that nevertheless still has plenty of room for improvement.",12/30/2017 8:40:46 AM,202083,G,3,3057,DAL,mavericks,274136,12/30/2017 8:40:46 AM,wesley_matthews
9,1514659220,Ivica,Ivica Zubac: Assigned to G-League,NO,Healthy,,,,,Zubac,Zubac was sent down to the G-League’s South Bay Lakers.,Zubac saw one minute during LA's game against the Clippers on Friday. He'll probably continue bouncing back and forth between the NBA and the G-League for the foreseeable future.,12/30/2017 8:40:20 AM,162726,C,4,3888,LAL,lakers,274135,12/30/2017 8:40:20 AM,
