,Date,FirstName,Headline,Injured,Injured_Status,Injury_Detail,Injury_Location,Injury_Side,Injury_Type,LastName,ListItemCaption,ListItemDescription,ListItemPubDate,PlayerID,Position,Priority,RotoId,Team,TeamCode,UpdateId,lastUpdate,player_code
0,1511045989,DeAndre',DeAndre' Bembry: Available Saturday,NO,Healthy,,,Not Specified,,Bembry,"Bembry (wrist) is available for Saturday’s game against the Celtics, Michael Cunningham of the Atlanta Journal-Constitution reports.","Bembry will be available, but there's no guarantee he'll play. Coach Mike Budenholzer said that if Bembry does take the floor, it will be in ""short bursts"" and his total minutes will be ""based on feel."" Until we know more about his potential role, he makes for a risky fantasy option.",11/18/2017 12:59:49 PM,1627761,F,3,3880,ATL,hawks,270174,11/18/2017 12:59:49 PM,deandre_bembry
1,1511044583,Ricky,Ricky Rubio: Will play and start Saturday,NO,Healthy,,,,,Rubio,"Rubio (Achilles) has been cleared to play during Saturday’s game against the Magic and will draw the start at point guard, Tony Jones of The Salt Lake Tribune reports.","Rubio missed the first end of a back-to-back set Friday against the Nets while nursing a sore Achilles. He's apparently feeling better, however, and will resume his normal role Saturday against the Magic. As a result of his return, Raul Neto is the candidate most likely to see his minutes decrease.",11/18/2017 12:36:23 PM,201937,G,3,3012,UTA,jazz,270173,11/18/2017 12:36:23 PM,ricky_rubio
2,1511044309,D.J.,D.J. Augustin: Active for Saturday's game,NO,Healthy,,,,,Augustin,Augustin (hamstring) will be available to play during Saturday’s game against the Jazz.,"Augustin missed the team's past seven games while nursing a strained left hamstring. The goal was to have him back by Monday, but he's beaten that timetable. He'll seemingly resume his usual role as a reserve point guard behind starter Elfrid Payton.",11/18/2017 12:31:49 PM,201571,G,3,2939,ORL,magic,270172,11/18/2017 12:31:49 PM,dj_augustin
3,1511044176,Kemba,Kemba Walker: Will play Saturday,NO,Healthy,,,Not Specified,,Walker,"Walker (wrist) has been cleared to play during Saturday’s game against the Clippers with no restrictions, Stephanie Ready of Fox Sports Southeast reports.","Walker sprained his left wrist during the first end of a back-to-back set Friday against the Bulls. It seemingly didn't give him too much discomfort at the time, as he still managed to drop 47 points. It was apparently bothering him after Saturday's morning shootaround, but ultimately, he's been cleared to take the floor against the Clippers.",11/18/2017 12:29:36 PM,202689,G,2,3189,CHA,hornets,270171,11/18/2017 12:29:36 PM,kemba_walker
4,1511039980,Mason,Mason Plumlee: Upgraded to probable Sunday,YES,GTD,Strain,,,Abdomen,Plumlee,"Plumlee (abdomen) has been upgraded from questionable to probable for Sunday’s game against the Lakers, T.J. McBride of Mile High Sports reports.","Plumlee was questionable heading into Friday's game against the Pelicans and ended up playing 19 minutes, so the fact that he's been upgraded to probable doesn't come as too much of a surprise. That said, look for confirmation of his status after Sunday's morning shootaround.",11/18/2017 11:19:40 AM,203486,C,3,3442,DEN,nuggets,270170,11/18/2017 11:19:40 AM,mason_plumlee
5,1511037375,Iman,Iman Shumpert: To miss a week,YES,Out,,,,Knee,Shumpert,"Shumpert is expected to miss 5-7 days in order to undergo treatment on his left knee,","Shumpert injured his knee in Friday's victory over the Clippers. He had been starting in place of injured guard Derrick Rose (ankle). The Cavlaiers play three games over the next week, so a likely potential return date for the 27-year-old would be Nov. 27 against the 76ers. . In the meantime, Jose Calderon could see some work at point guard, while LeBron James and Dwyane Wade figure to be even more relied on to produce.",11/18/2017 10:36:15 AM,202697,G,3,3213,CLE,cavaliers,270169,11/18/2017 10:36:15 AM,iman_shumpert
6,1511036867,Norman,Norman Powell: Doubtful Sunday,YES,GTD,,,,Hip,Powell,Powell (hip) is doubtful for Sunday’s game against the Wizards.,"Powell has missed the team's past three games while nursing a hip injury. He seemingly hasn't made too much progress in his recovery, as it's unlikely he'll be able to take the floor Sunday. If he misses the game, expect OG Anunoby and C.J. Miles to continue seeing expanded roles.",11/18/2017 10:27:47 AM,1626181,G,3,3726,TOR,raptors,270168,11/18/2017 10:27:47 AM,norman_powell
7,1511036735,Serge,Serge Ibaka: Questionable Sunday,YES,GTD,Inflammation,,Left,Knee,Ibaka,Ibaka (knee) is questionable for Sunday’s game against the Wizards.,"Ibaka missed Friday's game against the Knicks while nursing left knee inflammation. He's apparently made some progress in his recovery, however. Look for more word on his status following Sunday's morning shootaround.",11/18/2017 10:25:35 AM,201586,F,3,2965,TOR,raptors,270167,11/18/2017 10:25:35 AM,serge_ibaka
8,1511036037,Mason,Mason Plumlee: Questionable Sunday vs. Lakers,YES,GTD,Strain,,,Abdomen,Plumlee,"Plumlee (abdomen) is questionable for Sunday’s game against the Lakers, T.J. McBride of Mile High Sports reports.","Plumlee has been nursing a strained core since Friday, but still played during that day's game against the Pelicans, posting six points, six rebounds and two assists across 19 minutes of action. More word on his availability should emerge following Sunday's morning shootaround.",11/18/2017 10:13:57 AM,203486,C,3,3442,DEN,nuggets,270166,11/18/2017 10:13:57 AM,mason_plumlee
9,1511033032,John,John Wall: Questionable Sunday vs. Raptors,YES,GTD,Not Specified,,,Knee,Wall,"Wall (knee) is questionable for Sunday’s tilt against the Raptors, Josh Lewenberg of TSN.ca reports.","Wall finished with eight points (3-12 FG, 2-7 3Pt) during Friday's loss, indicating afterward that fluid in his knee caused the poor outing. The severity of the issue isn't clear at the moment, but the team seemingly feels comfortable listing him as day-to-day. Expect more updates on his status following Sunday's morning shootaround.",11/18/2017 9:23:52 AM,202322,G,2,3097,WAS,wizards,270164,11/18/2017 9:23:52 AM,john_wall
