,Date,FirstName,Headline,Injured,Injured_Status,Injury_Detail,Injury_Location,Injury_Side,Injury_Type,LastName,ListItemCaption,ListItemDescription,ListItemPubDate,PlayerID,Position,Priority,RotoId,Team,TeamCode,UpdateId,lastUpdate,player_code
0,1511133997,Tyson,Tyson Chandler: Will not play vs. Bulls,YES,Out,,,,Illness,Chandler,"Chandler (illness) has been ruled out for Sunday’s game against the Bulls, Chuck Swirsky of the Bulls Radio Network reports.","This will be the third straight game Chandler misses due to the illness, and in his absence, Greg Monroe is expected to pick up yet another start at center. Chandler will have two days to recover before his next opportunity to return Wednesday against the Bucks.",11/19/2017 1:26:37 PM,2199,C,3,2158,PHX,suns,270253,11/19/2017 1:26:37 PM,tyson_chandler
1,1511133824,Jared,Jared Dudley: Ruled out Sunday,YES,Out,,,,Knee,Dudley,"Dudley (knee) will not play in Sunday’s game against the Suns, Chuck Swirsky of the Bulls Radio Network reports.","This will be Dudley's fifth straight absence with the knee injury, and he remains without a timetable for a return. His next opportunity to play won't be until Wednesday against the Bucks.",11/19/2017 1:23:44 PM,201162,F,3,2856,PHX,suns,270252,11/19/2017 1:23:44 PM,jared_dudley
2,1511133048,Wayne,Wayne Selden: Will remain out Monday vs. Trail Blazers,YES,Out,Soreness,,Right,Quadriceps,Selden,Selden (quad) has been ruled out for Monday’s game against the Trail Blazers.,"After missing the first 11 games of the season with a quad injury, Selden made his season debut Nov. 11 against the Rockets. However, after playing just two games, he's reportedly dealing with a flare up of that previous quad injury and will now miss a second straight game. That's certainly discouraging for his availability moving forward, though for now, he can tentatively be considered questionable for Wednesday's matchup with the Mavericks.",11/19/2017 1:10:48 PM,1627782,G,3,3877,MEM,grizzlies,270251,11/19/2017 1:10:48 PM,wayne_selden
3,1511133035,Ante,Ante Zizic: Assigned to G-League,NO,Healthy,,,,,Zizic,Zizic was Sam Amico of Fox Sports Ohio to the Canton Charge of the G-League on Sunday.,"Zizic hasn't been a featured part of the Cavaliers' rotation this season, so he'll use a trip to the G-League to take on some extended minutes with the Charge. Unless Cleveland's frontcourt becomes plagued with injuries, Zizic is not expected to play much of a role during his first year with the team.",11/19/2017 1:10:35 PM,1627790,C,4,3889,CLE,cavaliers,270250,11/19/2017 1:10:35 PM,ante_zizic
4,1511132780,Tyreke,Tyreke Evans: Questionable for Monday,YES,GTD,Not Specified,,Not Specified,Shoulder,Evans,Evans is dealing with a right shoulder injury and is considered questionable for Monday’s game against the Trail Blazers.,"Evans has been on an absolute tear to start this season, averaging 17.7 points, 5.1 rebounds, 3.4 assists and 1.0 steal across 15 games. However, it appears he may have picked up a shoulder injury during Saturday's game against the Rockets and is now in danger of being sidelined for the first time this season. Look for another update following the team's morning shootaround Monday, but if he ends up sitting out, Dillon Brooks and Ben McLemore would likely benefit with more minutes on the wing.",11/19/2017 1:06:20 PM,201936,G,3,3024,MEM,grizzlies,270249,11/19/2017 1:06:20 PM,tyreke_evans
5,1511132354,Derrick,Derrick Jones: Recalled from G-League,NO,Healthy,,,,,Jones,"Jones was recalled from the G-League on Sunday, Scott Bordow of The Arizona Republic reports.","Jones was assigned to the G-League on Friday. He's appeared in five games this season, averaging 5.4 minutes and 1.4 points. He'll likely remain towards the end of the bench deep into the season, even if he isn't sent back down to the G-League",11/19/2017 12:59:14 PM,1627884,F,4,4083,PHX,suns,270248,11/19/2017 12:59:14 PM,
6,1511132354,Brandan,Brandan Wright: Ruled out Monday vs. Trail Blazers,YES,Out,Not Specified,,Right,Groin,Wright,Wright (groin) has been ruled out for Monday’s game against the Trail Blazers.,"Wright suffered a groin injury in the second quarter of Saturday's game and was unable to return. The Grizzlies haven't issued any sort of update on the severity, though with the team heading into the second night of a back-to-back, Wright will understandably remain on the sidelines. His next opportunity to play will be Wednesday against the Mavericks, though in the meantime, Jarell Martin could pick up more minutes as a reserve in the frontcourt.",11/19/2017 12:59:14 PM,201148,C,3,2815,MEM,grizzlies,270247,11/19/2017 12:59:14 PM,brandan_wright
7,1511132018,Jared,Jared Dudley: Questionable against Chicago,YES,Out,,,,Knee,Dudley,"Dudley (knee) is questionable to play Sunday against the Bulls, Scott Bordow of The Arizona Republic reports.","Dudley has missed the last four games with a knee injury. If he's unable to play Sunday, Dragan Bender and T.J. Warren will likely receive more playing time in Dudley's place.",11/19/2017 12:53:38 PM,201162,F,3,2856,PHX,suns,270246,11/19/2017 12:53:38 PM,jared_dudley
8,1511131974,Jon,Jon Leuer: Out Sunday vs. Timberwolves,YES,Out,,,Left,Ankle,Leuer,"Leuer (ankle) has been ruled out for Sunday’s game against the Timberwolves, Rod Beard of the Detroit News reports.","Leuer continues to work back from a sprained left ankle, with Sunday marking his eighth straight absence. The Pistons are actually slated to have Leuer undergo another MRI in the near future as well just to make sure there's nothing more serious at hand, which is at least somewhat concerning. Look for another update once those test results are revealed and at this point, Leuer also seems highly unlikely to be ready for Monday's tilt with the Cavaliers.",11/19/2017 12:52:54 PM,202720,F,3,3220,DET,pistons,270245,11/19/2017 12:52:54 PM,jon_leuer
9,1511131721,Tyson,Tyson Chandler: Questionable Sunday vs. Bulls,YES,Out,,,,Illness,Chandler,"Chandler (illness) is questionable for Sunday’s game against the Bulls, Scott Bordow of the Arizona Republic reports.","Chandler has missed the last two games with an illness and it remains to be seen if he's feeling well enough to be cleared for a return Sunday. Another update should be provided following pregame warmups, but if Chandler is held out once again, Greg Monroe would likely pick up a third straight start. Over the last two, Monroe averaged 13.0 points, 6.0 rebounds, 1.0 assist and 1.5 steals across 21.0 minutes.",11/19/2017 12:48:41 PM,2199,C,3,2158,PHX,suns,270244,11/19/2017 12:48:41 PM,tyson_chandler
10,1511128853,Jonathan,Jonathan Isaac: Out again Monday vs. Pacers,YES,Out,Sprain,,Right,Ankle,Isaac,"Isaac (ankle) has been ruled out for Monday’s game against the Pacers, John Denton of OrlandoMagic.com reports.","Isaac continues to deal with some lingering pain and swelling in his right ankle, with Monday set to mark his fourth straight absence. The Magic haven't provided any sort of timetable for a return, so he'll continue to be evaluated on a game-to-game basis for the time being. Isaac's next shot to play will be Wednesday against the Timberwolves, but in the meantime, Aaron Gordon should continue to get as much run as possible, with Marreese Speights picking up added playing time off the bench.",11/19/2017 12:00:53 PM,,F,3,4103,ORL,magic,270243,11/19/2017 12:00:53 PM,
11,1511128523,DeAndre',DeAndre' Bembry: Probable against Spurs,YES,GTD,,,,Wrist,Bembry,"Bembry (wrist) is probable to play Monday against the Spurs, Michael Cunningham of the Atlanta Journal-Constitution reports.","Bembry was available for Saturday's game but only played for one minute. He's appeared in just two games this season because he fractured his wrist in late October. If he's unable to play Monday, Nicolas Brussino or Malcolm Delaney could see a slight increase in playing time.",11/19/2017 11:55:23 AM,1627761,F,3,3880,ATL,hawks,270242,11/19/2017 11:55:23 AM,deandre_bembry
12,1511128502,Mike,Mike Muscala: Probable for Monday,YES,GTD,,,,Ankle,Muscala,"Muscala (ankle) is listed as probable for Monday’s game against the Spurs, Michael Cunningham of the Atlanta Journal-Constitution reports.","Muscala was available in an emergency situation Saturday, but didn't end up taking the court, which marked his seventh straight absence. That said, Muscala is nearing a return to full strength and if all goes as planned, he should be available to play once again on Monday considering his probable designation. If available, Muscala will add depth at both power forward and center, though likely won't see enough minutes to be a viable fantasy target considering he's fresh off an extended absence.",11/19/2017 11:55:02 AM,203488,C,3,3463,ATL,hawks,270241,11/19/2017 11:55:02 AM,mike_muscala
13,1511128247,Luke,Luke Babbitt: Probable Monday vs. Spurs,YES,GTD,,,,Back,Babbitt,"Babbitt (back) is listed as probable for Monday’s game against the Spurs, Michael Cunningham of the Atlanta Journal-Constitution reports.","Babbitt dealt with some back spasms early last week, but has since played through them, most recently posting 11 points, two rebounds, two assists and one steal across 25 minutes Saturday against the Celtics. He'll be placed on the injury report once again ahead of Monday's contest, but it appears to be just precautionary and he should take the court as usual. Babbitt has remained in the starting lineup despite the return of Ersan Ilyasova, though that might be a situation to monitor considering Babbitt is dealing with an injury.",11/19/2017 11:50:47 AM,202337,F,3,3106,ATL,hawks,270240,11/19/2017 11:50:47 AM,luke_babbitt
14,1511127793,Omri,Omri Casspi: Starting at small forward Sunday,NO,Healthy,,,,,Casspi,"Casspi will draw the start at small forward for Sunday’s game against the Nets, Chris Haynes of ESPN reports.","The Warriors are set to be without Kevin Durant (ankle) on Sunday, which allows Casspi to pick up the start in his place. After averaging just 10.1 minutes so far this season, Casspi should see a sizable increase in his workload Sunday, giving him punt-play potential for Sunday's DFS slate. Still, with guys like Andre Iguodala and Patrick McCaw also available to help soak up Durant's minutes, it could be more of a committee approach than anything.",11/19/2017 11:43:13 AM,201956,F,3,2987,GSW,warriors,270239,11/19/2017 11:43:13 AM,omri_casspi
15,1511127614,Tyler,Tyler Dorsey: Recalled from G-League,NO,Healthy,,,,,Dorsey,"Dorsey was recalled from the G-League Sunday and will join the team for Monday’s game in San Antonio, Michael Cunningham of the Atlanta Journal-Constitution reports.","Dorsey has played in six games this season, averaging 5.7 minutes. He's likely being brought back up because Isaiah Taylor (eye) won't play Monday. Even with Taylor's absence, Dorsey will likely remain towards the end of the bench.",11/19/2017 11:40:14 AM,,G,4,4126,ATL,hawks,270238,11/19/2017 11:40:14 AM,
16,1511127463,Marvin,Marvin Williams: Probable for Monday with sore quad,YES,GTD,Soreness,,Left,Quadriceps,Williams,"Williams is dealing with a sore left quad, but is considered probable for Monday’s game against the Timberwolves, Rick Bonnell of the Charlotte Observer reports.","It's unclear when exactly Williams suffered the injury, but it likely came during Saturday's matchup with the Clippers. Either way, it's nothing serious and Williams should take his normal role as the team's starting power forward Monday. Still, it will be worth it to monitor his status up through pregame warmups to make sure he doesn't deal with any last second discomfort.",11/19/2017 11:37:43 AM,101107,F,3,2589,CHA,hornets,270237,11/19/2017 11:37:43 AM,marvin_williams
17,1511127176,Jeremy,Jeremy Lamb: Listed as probable for Monday,YES,GTD,Not Specified,,Right,Hamstring,Lamb,"Lamb (hamstring) is listed as probable for Monday’s game against the Timberwolves, Rick Bonnell of the Charlotte Observer reports.","Lamb suffered a hamstring injury during Saturday's game against the Clippers, limiting him to just 22 minutes of action before being pulled from the contest. However, it clearly wasn't anything overly serious, as Lamb is fully expected to take the court come Monday's matchup with the Timberwolves. Look for his status to be updated once again following Monday's morning shootaround, but if all goes as planned, Lamb should be in the lineup like usual.",11/19/2017 11:32:56 AM,203087,G,3,3319,CHA,hornets,270236,11/19/2017 11:32:56 AM,jeremy_lamb
18,1511126767,Nicolas,Nicolas Brussino: Recalled from G-League,NO,Healthy,,,,,Brussino,"Brussino was recalled from G-league Sunday and will join the team for Monday’s game against the Spurs, Michael Cunningham of the Atlanta Journal-Constitution reports.","Brussino was assigned to the G-League on Wednesday. He's appeared in four games this season for the Hawks, averaging 2.5 minutes. Even if he isn't sent back down again, the 24-year-old will likely struggle seeing the court deep into the season since he's also been unable to score in those four games.",11/19/2017 11:26:07 AM,1627852,F,4,4006,ATL,hawks,270235,11/19/2017 11:26:07 AM,nicolas_brussino
19,1511126400,Thabo,Thabo Sefolosha: Probable for Monday,YES,GTD,,,Not Specified,Knee,Sefolosha,"Sefolosha (knee) is considered probable for Monday’s game against the 76ers, Tony Jones of the Salt Lake Tribune reports.","Sefolosha was held out of Friday's game against Brooklyn with a knee injury, but then return to action Saturday, posting eight points, four rebounds, one assist and two steals across 18 minutes. While Sefolosha is once again on the injury report, it appears to be just a precautionary measure and he should ultimately take the court. That said, it will be worth it to monitor his status up until tip off just to make sure.",11/19/2017 11:20:00 AM,200757,F,3,2732,UTA,jazz,270234,11/19/2017 11:20:00 AM,thabo_sefolosha
20,1511126065,Miles,Miles Plumlee: Recalled from G-League,YES,GTD,Strain,,Right,Quadriceps,Plumlee,"Plumlee (quad) was recalled from the G-League on Sunday, Michael Cunningham of the Atlanta Journal-Constitution reports.","Plumlee has yet to play for the Hawks this season due to a quad injury, but is nearing a return to full strength and just completed a rehab stint with the team's G-League affiliate. He ended taking part in two G-League games over the last week, averaging 3.0 points, 3.0 rebounds, 1.0 steal and 1.0 block across 15.9 minutes. He appears to have avoided any sort of setbacks with the quad and will now have a chance to make his season debut with the big club on Monday vs. the Spurs. For now, however, consider Plumlee questionable for Monday's contest until official word on his availability is given.",11/19/2017 11:14:25 AM,203101,C,3,3357,ATL,hawks,270233,11/19/2017 11:14:25 AM,miles_plumlee
21,1511123248,Derrick,Derrick Walton: Recalled from G-League,NO,Healthy,,,,,Walton,Walton was recalled from the G-League on Sunday and will be active for Sunday’s game against the Pacers.,"Walton has been assigned to the G-League and sent back up multiple times this season. He's appeared in one game this season, playing only one minute. The 22-year-old will likely struggle to see the court deep into the season, even if he isn't sent down to the G-League again.",11/19/2017 10:27:28 AM,,G,4,4220,MIA,heat,270231,11/19/2017 10:27:28 AM,
