,Date,FirstName,Headline,Injured,Injured_Status,Injury_Detail,Injury_Location,Injury_Side,Injury_Type,LastName,ListItemCaption,ListItemDescription,ListItemPubDate,PlayerID,Position,Priority,RotoId,Team,TeamCode,UpdateId,lastUpdate,player_code
0  ,1511565313,DeMarre     ,DeMarre Carroll: Fills out stat sheet in Friday's loss            ,NO     ,Healthy       ,             ,               ,             ,           ,Carroll         ,"Carroll collected 10 points (4-8 FG, 0-1 3Pt, 2-5 FT), nine rebounds, three assists and one block across 25 minutes in Friday’s 127-125 loss to the Trail Blazers."                                                        ,"Carroll continued his particularly impressive work on the glass, as he's now posted seven or more rebounds in seven of 10 November contests. He's also managed double-digit scoring in four consecutive games, cementing his role as one of the typically high-scoring Nets' most consistent multi-category producers. Through 17 games, the 31-year-old is boasting career-best numbers in scoring and rebounds, rendering him an attractive mid-tier option in all formats."                                                                                                                                                                                                                                                                                                        ,11/24/2017 1:15:13 PM ,201960  ,F       ,3       ,2942  ,BKN ,nets        ,270648  ,11/24/2017 1:15:13 PM ,demarre_carroll
1  ,1511564720,Allen       ,Allen Crabbe: Nets 12 against old squad in loss                   ,NO     ,Healthy       ,             ,               ,             ,           ,Crabbe          ,"Crabbe supplied 12 points (5-14 FG, 2-6 3Pt), three rebounds and one assist across 31 minutes in Friday’s 127-125 loss to the Trail Blazers."                                                                              ,"Crabbe couldn't find the net consistently against his old teammates, posting his lowest success rate from the field in the last five contests. The 25-year-old sharpshooter did extend his streak of double-digit scoring and multiple made three-pointers to five games, but all of his numbers saw a bit of a downturn Friday. Crabbe remains a high-upside -- albeit somewhat inconsistent -- guard option in both season-long and daily formats."                                                                                                                                                                                                                                                                                                                                 ,11/24/2017 1:05:20 PM ,203459  ,F       ,3       ,3453  ,BKN ,nets        ,270647  ,11/24/2017 1:05:20 PM ,allen_crabbe
2  ,1511564684,Enes        ,Enes Kanter: Out with back spasms                                 ,YES    ,Out           ,Spasms       ,               ,Not Specified,Back       ,Kanter          ,Kanter will not play Friday due to back spasms.                                                                                                                                                                             ,"Kanter has played 30-plus minutes in each of the last two games, but he'll sit Friday, meaning Willy Hernangomez and Kyle O'Quinn should both be in for increased minutes. Consider Kanter questionable for Saturday's game in Houston."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,11/24/2017 1:04:44 PM ,202683  ,C       ,3       ,3188  ,NYK ,knicks      ,270646  ,11/24/2017 1:04:44 PM ,enes_kanter
3  ,1511564354,Joe         ,Joe Harris: Contributes 13 off bench Friday                       ,NO     ,Healthy       ,             ,               ,             ,           ,Harris          ,"Harris registered 13 points (4-6 FG, 3-5 3Pt, 2-2 FT), five assists and two rebounds across 20 minutes in Friday’s 127-125 loss to the Trail Blazers."                                                                     ,"Harris checked in right behind Caris LeVert in scoring on the second unit in what was a productive afternoon for the Nets' bench overall. The 26-year-old two-guard now has six double-digit scoring efforts in 10 November contests and was averaging a career-high 9.8 points and shooting a career-best 46.4 percent coming into Friday's contest. With a consistent allotment of at least 20 minutes per game at present, he remains a consideration for those looking for scoring help in deeper formats."                                                                                                                                                                                                                                                                       ,11/24/2017 12:59:14 PM,203925  ,G       ,3       ,3636  ,BKN ,nets        ,270645  ,11/24/2017 12:59:14 PM,joe_harris
4  ,1511564289,Shane       ,Shane Larkin: Questionable to play Friday                         ,YES    ,GTD           ,             ,               ,             ,Neck       ,Larkin          ,"Larkin is questionable to play Friday against the Magic, Jay King if MassLive.com reports."                                                                                                                                ,"Larkin fell during Wednesday's game against Miami and sustained a ""whiplash-like"" injury, so the Celtics will wait until closer to game time to make a final call on his status."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,11/24/2017 12:58:09 PM,203499  ,G       ,3       ,3452  ,BOS ,celtics     ,270644  ,11/24/2017 12:58:09 PM,shane_larkin
5  ,1511564138,Caris       ,Caris LeVert: Bench-leading point total in loss                   ,NO     ,Healthy       ,             ,               ,             ,           ,LeVert          ,"LeVert poured in 14 points (5-6 FG, 1-1 3Pt, 3-4 FT) and added six rebounds and two assists across 27 minutes in Friday’s 127-125 loss to the Trail Blazers."                                                              ,"The 2016 first-round pick continues to serve as a viable source of scoring on the second unit, posting double-digit point totals for the fourth time in the last five games. LeVert shot a blistering 83.3 percent from the floor Friday, his second game over 80 percent in the last five. He's seeing a consistent minutes load as well, which when combined with his solid scoring and rebounding, renders him an appealing option in deeper season-long formats and daily contests."                                                                                                                                                                                                                                                                                              ,11/24/2017 12:55:38 PM,1627747 ,F       ,3       ,3914  ,BKN ,nets        ,270643  ,11/24/2017 12:55:38 PM,caris_levert
6  ,1511564042,Marcus      ,"Marcus Morris: Starting Friday, may be rested Saturday"          ,NO     ,Healthy       ,             ,               ,             ,           ,Morris          ,"Morris will play and start in Friday’s game against the Magic, but he could be rested for Saturday’s matchup with the Pacers, Scott Souza of The Providence Journal reports."                                              ,"Morris is continuing to be monitored closely by the Celtics, but there is nothing to suggest that he won't play his regular dosage of around 25 minutes in Friday's contest. Expect another update on Morris to come following shootaround Saturday, as the team said they'll re-evaluate him in the morning."                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,11/24/2017 12:54:02 PM,202694  ,F       ,3       ,3198  ,BOS ,celtics     ,270642  ,11/24/2017 12:54:02 PM,marcus_morris
7  ,1511563805,Aron        ,Aron Baynes: Shifting back to bench Friday                        ,NO     ,Healthy       ,             ,               ,             ,           ,Baynes          ,"Baynes will come off the bench for Friday’s game against the Magic with Marcus Morris (knee) healthy and starting, A. Sherrod Blakely of NBC Sports Boston reports."                                                       ,"Baynes started Wednesday's game against the Heat while Morris' status was in question, though he played just 12 minutes. Baynes role has taken a hit in general lately, as he's averaging just 12.4 minutes per game over the past five contests."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,11/24/2017 12:50:05 PM,203382  ,C       ,3       ,3427  ,BOS ,celtics     ,270641  ,11/24/2017 12:50:05 PM,aron_baynes
8  ,1511563782,Rondae      ,Rondae Hollis-Jefferson: Another robust stat line in Friday's win ,NO     ,Healthy       ,             ,               ,             ,           ,Hollis-Jefferson,"Hollis-Jefferson supplied 17 points (8-13 FG, 1-1 FT), four rebounds, two assists, one steal and one block across 30 minutes in Friday’s 127-125 loss to the Trail Blazers."                                               ,"Hollis-Jefferson continues his offensive evolution, one that's seen him score in double digits in six of the last seven games. The 22-year-old wing continues to sport career bests across multiple categories, including shooting percentage (48.5 percent). Particularly while D'Angelo Russell (knee) remains sidelined, RHJ should continue serving as one of the primary sources of offense on a high-scoring Nets squad."                                                                                                                                                                                                                                                                                                                                                       ,11/24/2017 12:49:42 PM,1626178 ,F       ,3       ,3733  ,BKN ,nets        ,270640  ,11/24/2017 12:49:42 PM,rondae_hollis-jefferson
9  ,1511563177,Spencer     ,Spencer Dinwiddie: Team-high scoring total in loss                ,NO     ,Healthy       ,             ,               ,             ,           ,Dinwiddie       ,"Dinwiddie posted 23 points (9-20 FG, 4-9 3Pt, 1-2 FT), six assists, four rebounds, one steal and one block across 31 minutes in Friday’s 127-125 loss to the Trail Blazers."                                               ,"Dinwiddie continues to excel as the starting point guard in D'Angelo Russell's (knee) stead, with Friday's effort serving as his third 20-point-plus effort in the last four games. The 24-year-old had seen a downturn in usage on Wednesday versus the Cavaliers, taking only seven shots. However, he bounced back from that outlier by putting up a season-high 20 attempts Friday, and he managed to drain multiple three-pointers for the fourth consecutive contest in the process. Expect Dinwiddie to continue serving as an above-average source of scoring, assists and three-pointers in particular while he retains a hold of the top job."                                                                                                                              ,11/24/2017 12:39:37 PM,203915  ,G       ,3       ,3616  ,BKN ,nets        ,270639  ,11/24/2017 12:39:37 PM,spencer_dinwiddie
10 ,1511562554,T.J.        ,T.J. McConnell: Will start in Ben Simmons' absence                ,NO     ,Healthy       ,             ,               ,             ,           ,McConnell       ,"McConnell will draw the start at point guard for Saturday’s game against the Magic with Ben Simmons (elbow) sidelined, Sarah Todd of Philly.com reports."                                                                  ,"McConnell has been a significant part of the 76ers' rotation this season, posting 6.5 points, 5.3 assists, 3.3 rebounds and 1.2 steals across 23.9 minutes per game. He'll likely garner more minutes and have the ball in his hands more often with Simmons sidelined, making him a quality fantasy option. Simmons is set to be re-evaluated Sunday, at which time we will learn more about McConnell's fantasy value past Saturday."                                                                                                                                                                                                                                                                                                                                               ,11/24/2017 12:29:14 PM,204456  ,G       ,3       ,3760  ,PHI ,sixers      ,270638  ,11/24/2017 12:29:14 PM,tj_mcconnell
11 ,1511561205,Gary        ,Gary Payton: Listed as probable Saturday                          ,YES    ,GTD           ,Sprain       ,               ,Right        ,Ankle      ,Payton          ,Payton (ankle) is probable for Saturday’s game against the Jazz.                                                                                                                                                            ,"Payton exited Wednesday's game against the Suns with a right ankle sprain. It's apparently not serious, however, as he's probable Saturday. Final word on his status may arrive after that day's morning shootaround."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,11/24/2017 12:06:45 PM,1627780 ,G       ,3       ,3919  ,MIL ,bucks       ,270637  ,11/24/2017 12:06:45 PM,
12 ,1511561066,John        ,John Henson: Listed as probable for Saturday                      ,YES    ,GTD           ,             ,               ,             ,Eye        ,Henson          ,Henson (eye) is listed as probable in the Bucks’ official game notes for Saturday’s game against the Jazz.                                                                                                                  ,"Henson did not play in the Bucks' matchup with the Suns on Wednesday after undergoing an eye procedure, but the big man looks to be on track to return for the team's trip to Utah. Expect Henson to take back his spot as the team's starting center, sending Thon Maker back to the bench Saturday."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,11/24/2017 12:04:26 PM,203089  ,F       ,3       ,3308  ,MIL ,bucks       ,270636  ,11/24/2017 12:04:26 PM,john_henson
