,Date,FirstName,Headline,Injured,Injured_Status,Injury_Detail,Injury_Location,Injury_Side,Injury_Type,LastName,ListItemCaption,ListItemDescription,ListItemPubDate,PlayerID,Position,Priority,RotoId,Team,TeamCode,UpdateId,lastUpdate,player_code
0,1514750330,Kris,"Kris Dunn: Will play, start Sunday vs. Wizards",NO,Healthy,,,,,Dunn,"Dunn (knee) is listed in the starting lineup for Sunday’s matchup with the Wizards, K.C. Johnson of the Chicago Tribune reports.","Dunn went through pregame warmups to test out the injury and apparently everything feels fine, as he's expected to start as usual. The Bulls aren't reporting any sort of restrictions on his workload, so season-long fantasy owners should feel comfortable activating him. That said, Dunn could be somewhat of a risky play in DFS contests due to the fact that he's fresh off an injury. With Dunn back, Jerian Grant should head back to the bench and lose a considerable amount of value in doing so.",12/31/2017 9:58:50 AM,1627739,G,2,3854,CHI,bulls,274229,12/31/2017 9:58:50 AM,kris_dunn
1,1514750248,Chandler,Chandler Parsons: Questionable for Sunday,YES,GTD,,,,Knee,Parsons,"Parsons (knee) is questionable for Sunday’s game against the Kings, Ronald Tillery of The Memphis Commercial Appeal reports.","Parsons sat out the first contest of this weekend's back-to-back set Saturday, but coach J.B. Bickerstaff says he's still unsure if the veteran forward will be able to suit up Sunday as his right knee discomfort lingers. James Ennis and Jarell Martin would likely be the main beneficiaries of additional playing time if Parsons is unable to go.",12/31/2017 9:57:28 AM,202718,F,3,3223,MEM,grizzlies,274228,12/31/2017 9:57:28 AM,chandler_parsons
2,1514749008,Ryan,Ryan Arcidiacono: Recalled from G-League,NO,Healthy,,,,,Arcidiacono,"Arcidiacono was recalled from the G-League’s Windy City Bulls on Sunday, K.C. Johnson of the Chicago Tribune reports.","Arcidiacono logged five minutes of action in the Bulls' season opener on Oct. 19 but has spent the vast majority of the year in the G-League. In 18 games with the Windy City Bulls, the sharp-shooting guard has averaged 13.2 points per game on 50 percent shooting, including an impressive 48.5 percent clip from deep. He likely won't get much run with the NBA squad.",12/31/2017 9:36:48 AM,1627853,G,3,3938,CHI,bulls,274227,12/31/2017 9:36:48 AM,ryan_arcidiacono
3,1514747961,Austin,"Austin Rivers: Out Sunday, likely to play Tuesday",YES,Out,Strain,,Right,Achilles,Rivers,"Rivers (Achilles) has been ruled out for Sunday’s game against the Hornets, Chris Haynes of ESPN reports.","While the Achilles injury isn't considered serious, the Clippers will hold him out Sunday to avoid any additional strain. Rivers is fully expected to be back in the lineup for Tuesday's matchup against the Grizzlies, so this should just be a one-game layoff. With Rivers out Sunday, Lou Williams should get all the minutes he can handle, while guys like C.J. Williams, Jawun Evans and Sindarius Thornwell could all pick up more minutes in the backcourt as well.",12/31/2017 9:19:21 AM,203085,G,3,3311,LAC,clippers,274226,12/31/2017 9:19:21 AM,austin_rivers
4,1514747238,Kris,Kris Dunn: Game-time call Sunday,NO,Healthy,,,,Knee,Dunn,"Dunn (knee) will be a game-time decision for Sunday’s matchup with the Wizards, Zach Rosen of WashingtonWizards.com reports.","Coach Fred Hoiberg indicated Dunn feels good and reportedly sounded optimistic, though he'll need to test everything out during pregame warmups before a final decision is made. Look for an update at some point closer to tip-off and if Dunn is cleared, that should send Jerian Grant back to a bench role.",12/31/2017 9:07:18 AM,1627739,G,3,3854,CHI,bulls,274225,12/31/2017 9:07:18 AM,kris_dunn
5,1514745265,Avery,Avery Bradley: Goes through limited practice Sunday,YES,GTD,Strain,,Right,Groin,Bradley,"Bradley (groin) was a limited participant in Sunday’s practice, Rod Beard of the Detroit News reports.","Bradley reportedly went through about a quarter of Sunday's practice, but is expected to do more individual work over the next few days to determine if he'll be good to go for Wednesday's matchup with the Heat. For now, Bradley should be considered questionable for Wednesday's contest, though his availability will depend on how the groin responds to the increase in activity. If Bradely can't give it a go Wednesday, Friday's matchup with the 76ers would provide his next opportunity.",12/31/2017 8:34:25 AM,202340,G,3,3112,DET,pistons,274224,12/31/2017 8:34:25 AM,avery_bradley
6,1514744255,Joel,Joel Embiid: Expected to play vs. Suns,YES,GTD,,,,Rest,Embiid,"Embiid (rest) is expected to return to availability Sunday against Phoenix, Jessica Camerato of NBC Sports Philly reports.","Camerato's report is from Friday afternoon, when the Sixers announced that Embiid would sit out Saturday's game against Denver, with the understanding that he'd return to play Sunday on the second night of a back-to-back. That still appears to be the plan, though official confirmation on Embiid's status should come sometime Sunday afternoon.",12/31/2017 8:17:35 AM,203954,C,3,3572,PHI,sixers,274223,12/31/2017 8:17:35 AM,joel_embiid
7,1514743984,De'Aaron,De'Aaron Fox: Out Sunday vs. Grizzlies,YES,Out,Bruise,,,Quadriceps,Fox,"Fox (quad) has been ruled out for Sunday’s game against the Grizzlies, James Ham of NBC Sports Bay Area reports.","Fox was given a doubtful designation coming into Sunday, so this was the expected move all along. He'll remain sidelined for a sixth straight contest, with his next opportunity to take the court coming on Tuesday against the Hornets. With Fox out, guys like Frank Mason, Buddy Hield and Bogdan Bogdanovic should all see added playing time.",12/31/2017 8:13:04 AM,1628368,G,3,4116,SAC,kings,274222,12/31/2017 8:13:04 AM,
8,1514743948,Noah,Noah Vonleh: Plays four minutes in loss,NO,Healthy,,,,,Vonleh,Vonleh (finger) played four minutes in Saturday’s loss to the Hawks and finished with two points and one rebound.,"Vonleh was considered probable to play entering Saturday and ultimately ended up seeing only a few minutes of mop-up duty. The Indiana product has fallen out of the regular rotation over the last few weeks, and he hasn't played double-digit minutes in a game since Dec. 11.",12/31/2017 8:12:28 AM,203943,F,3,3576,POR,blazers,274221,12/31/2017 8:12:28 AM,noah_vonleh
9,1514743843,Meyers,Meyers Leonard: Doesn't see floor in loss to Hawks,NO,Healthy,,,,,Leonard,Leonard (ankle) did not play in Saturday’s loss to Atlanta.,"The big man was listed as probable entering Saturday, and the team never fully clarified his status prior to tip. It appears as though Leonard was likely available but simply was not a part of the rotation. The Illinois product has logged only six total minutes since Dec. 11.",12/31/2017 8:10:43 AM,203086,F,3,3322,POR,blazers,274220,12/31/2017 8:10:43 AM,meyers_leonard
10,1514741683,Derrick,Derrick Jones: Signs two-way deal with Heat,NO,Healthy,,,,,Jones,"Jones will sign a two-way contract with the Heat, Shams Charania of Yahoo! Sports reports.","Jones played for the Suns over the first month and half of the season, but saw action in just six games and was eventually cut on Dec. 7. He spent most of his time in the G-League, where he compiled averages of 15.4 points, 7.2 rebounds, 1.8 assists, 1.2 steals and 1.9 blocks across 29.1 minutes in 16 games. He'll now join the Heat as a two-way player, which means Jones will still spend most of the time in the G-League as he can't stay on Miami's active roster for more than 45 days during the contract. For that reason, Jones will remain off the fantasy radar.",12/31/2017 7:34:43 AM,1627884,F,3,4083,MIA,heat,274218,12/31/2017 7:34:43 AM,
11,1514741236,Ryan,Ryan Anderson: Probable for Sunday vs. Lakers,YES,GTD,Soreness,,,Back,Anderson,"Anderson (lower back tightness) is listed as probable for Sunday’s game against the Lakers, Jonathan Feigen of the Houston Chronicle reports.","Anderson appeared to be at full strength while playing a combined 72 minutes in the Rockets' back-to-back set against the Celtics and Wizards on Thursday and Friday, but he's now reportedly experiencing a bit of lower back discomfort. Despite the injury designation, it sounds like Anderson should be able to suit up Sunday evening in Houston. The stretch forward is averaging 10.6 points per game this season but has tallied double-digit point totals in just two of his past seven contests.",12/31/2017 7:27:16 AM,201583,F,3,2923,HOU,rockets,274217,12/31/2017 7:27:16 AM,ryan_j_anderson
12,1514741106,James,James Harden: Questionable for Sunday,YES,GTD,Bruise,,Right,Foot,Harden,"Harden is dealing with a bruised right foot and is listed as questionable for Sunday’s game against the Lakers, Jonathan Feigen of the Houston Chronicle reports.","Harden put together one of the worst games of his season on Friday, attempting a season-low 14 field goal attempts for 20 points, while failing to record a rebound and adding just four assists. It now appears that he was likely struggling with a bruised foot, which now brings his status into question Sunday. Look for Harden to go through pregame warmups to test out the injury before a final word on his availability is provided just before tip-off. Eric Gordon would likely pick up the start if Harden can't play.",12/31/2017 7:25:06 AM,201935,G,1,3018,HOU,rockets,274216,12/31/2017 7:25:06 AM,james_harden
13,1514736774,Dwayne,Dwayne Bacon: Recalled from G-League,NO,Healthy,,,,,Bacon,Bacon was recalled from the G-League on Sunday.,"Bacon made his first stint in the G-League over the last week, playing in two games with the Swarm and averaging a whopping 38.5 points, 8.0 rebounds, 5.5 assists and 2.5 steals across 39.5 minutes. That included a franchise record with a 45-point effort in his G-League debut, so Bacon clearly took advantage of the extra playing time. He'll now be brought back up to the Hornets, where he should serve as depth on the wing. However, unless an injury occurs, Bacon will likely have a tough time providing any sort of fantasy value.",12/31/2017 6:12:54 AM,1628407,G,4,4105,CHA,hornets,274215,12/31/2017 6:12:54 AM,
