"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Russell Westbrook",12000,"Chi@OKC 09:30PM ET",64.087,"OKC"
"PF/C","Karl-Anthony Towns",10600,"Min@Cle 07:00PM ET",47.208,"Min"
"C","Anthony Davis",10500,"NO@Det 07:30PM ET",53.744,"NO"
"SF","LeBron James",10200,"Min@Cle 07:00PM ET",52.085,"Cle"
"PG","Giannis Antetokounmpo",10100,"Mil@Uta 09:00PM ET",49.761,"Mil"
"SF","Kevin Durant",10000,"Cha@GS 10:30PM ET",49.958,"GS"
"C","Nikola Jokic",9800,"Mem@Den 09:00PM ET",35.268,"Den"
"PG","Isaiah Thomas",9500,"Tor@Bos 07:30PM ET",44.722,"Bos"
"PG","Eric Bledsoe",9000,"LAC@Pho 09:00PM ET",39.984,"Pho"
"SG/SF","Jimmy Butler",8800,"Chi@OKC 09:30PM ET",43.691,"Chi"
"PG","Kyle Lowry",8600,"Tor@Bos 07:30PM ET",43.698,"Tor"
"PG","Stephen Curry",8500,"Cha@GS 10:30PM ET",43.984,"GS"
"C","Joel Embiid",8400,"Phi@Dal 08:30PM ET",38.992,"Phi"
"PG","Kyrie Irving",8200,"Min@Cle 07:00PM ET",40.268,"Cle"
"PF/C","Draymond Green",8100,"Cha@GS 10:30PM ET",38.723,"GS"
"SF/PF","Paul George",8100,"Ind@Orl 07:00PM ET",39.175,"Ind"
"PG","Kemba Walker",8000,"Cha@GS 10:30PM ET",40.026,"Cha"
"PF/C","Kevin Love",8000,"Min@Cle 07:00PM ET",40.043,"Cle"
"C","Andre Drummond",7900,"NO@Det 07:30PM ET",39.282,"Det"
"PG","Chris Paul",7900,"LAC@Pho 09:00PM ET",43.917,"LAC"
"SG","DeMar DeRozan",7800,"Tor@Bos 07:30PM ET",42.106,"Tor"
"C","Marc Gasol",7800,"Mem@Den 09:00PM ET",39.432,"Mem"
"PF","Paul Millsap",7800,"Atl@Mia 07:30PM ET",39.089,"Atl"
"PG","Jrue Holiday",7700,"NO@Det 07:30PM ET",34.684,"NO"
"SF/PF","Carmelo Anthony",7500,"NY@Bkn 07:30PM ET",38.036,"NY"
"PF","Blake Griffin",7500,"LAC@Pho 09:00PM ET",41.188,"LAC"
"SG/SF","Nicolas Batum",7400,"Cha@GS 10:30PM ET",36.027,"Cha"
"PG","Jeff Teague",7400,"Ind@Orl 07:00PM ET",36.681,"Ind"
"PG","Goran Dragic",7400,"Atl@Mia 07:30PM ET",36.024,"Mia"
"SF","Andrew Wiggins",7400,"Min@Cle 07:00PM ET",32.958,"Min"
"PG","Mike Conley",7300,"Mem@Den 09:00PM ET",36.914,"Mem"
"C","Hassan Whiteside",7300,"Atl@Mia 07:30PM ET",40.330,"Mia"
"C","DeAndre Jordan",7300,"LAC@Pho 09:00PM ET",35.849,"LAC"
"C","Dwight Howard",7200,"Atl@Mia 07:30PM ET",35.953,"Atl"
"PG","Ricky Rubio",7200,"Min@Cle 07:00PM ET",28.589,"Min"
"SF/PF","Jabari Parker",7200,"Mil@Uta 09:00PM ET",34.676,"Mil"
"SG","Dwyane Wade",7000,"Chi@OKC 09:30PM ET",33.909,"Chi"
